number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
247,Eintracht Frankfurt,Freiburg,3,3,63,37,34,10,16,5,11,2,7,3,9,2,0,4,14,9,4,1,0,0,8,14,,,4,12,7,1,4,0,,,1,2,,,28,6,6,4,2,13,543,335,460,249,35,27,14,3,4,6,,,59,53,28,23,21,11,5,8,,
250,1. FC Union Berlin,1. FSV Mainz 05,1,1,40,60,9,10,3,2,3,6,3,2,6,6,0,1,17,18,4,2,1,0,17,17,,,7,7,1,1,1,1,,,,,,,5,4,4,6,1,2,316,474,216,385,27,34,3,6,4,7,,,70,70,33,33,16,13,11,8,,
249,RB Leipzig,Hertha BSC,2,2,57,43,11,12,4,3,1,7,6,2,4,7,1,6,12,20,2,3,1,0,19,11,,,8,6,0,2,,,,,,,,,5,5,6,7,1,2,465,346,391,281,16,36,3,6,4,10,,,58,56,15,17,21,19,9,10,,
251,Augsburg,SC Paderborn 07,0,0,55,45,12,15,3,2,7,7,2,6,6,6,2,1,7,14,1,1,0,0,14,7,,,11,9,2,2,2,2,0,1,,,,,7,6,5,9,2,3,460,369,348,293,29,45,5,1,6,4,,,57,40,22,16,18,14,12,12,,
248,Werder Bremen,Borussia M'gladbach,0,0,45,55,12,9,7,4,4,3,1,2,8,5,1,1,14,11,2,1,0,0,9,14,,,6,4,1,0,1,0,,,,,,,8,2,4,7,4,7,455,567,365,479,26,34,6,2,11,13,,,62,72,19,24,23,22,11,10,,
253,1899 Hoffenheim,1. FC Köln,3,1,44,56,8,17,6,6,2,6,0,5,0,10,3,2,12,8,6,1,1,1,8,10,,,10,3,2,4,0,4,,,0,1,,,6,12,2,5,4,3,409,503,336,441,21,47,2,8,8,6,,,45,37,18,9,11,12,8,5,,
256,FC Schalke 04,Werder Bremen,0,1,42,58,12,6,1,2,6,2,5,2,4,8,3,1,19,16,5,3,0,0,15,19,,,5,7,1,0,1,0,,,0,2,,,7,4,5,2,1,1,341,470,235,369,32,33,4,1,8,1,,,66,62,22,25,21,19,12,15,,
254,Freiburg,Bayer 04 Leverkusen,0,1,32,68,9,7,1,1,4,5,4,1,6,6,2,1,8,13,0,2,0,0,12,8,,,7,6,1,0,1,0,,,1,0,,,5,6,4,1,0,1,310,692,221,603,24,34,4,4,7,8,,,38,41,11,17,8,8,13,4,,
258,Wolfsburg,Eintracht Frankfurt,1,2,53,47,19,7,4,3,9,2,6,2,4,3,2,1,18,16,4,6,0,1,15,16,,,6,12,3,3,3,1,,,,,,,14,6,5,1,1,3,370,341,266,232,28,25,5,3,16,6,,,82,73,27,23,24,28,8,17,,
255,1. FSV Mainz 05,1899 Hoffenheim,0,1,50,50,18,12,2,6,8,5,8,1,10,7,0,1,17,15,4,3,0,0,15,17,,,3,8,2,3,2,3,1,0,1,3,,,10,9,8,3,5,2,420,442,335,343,31,18,9,4,13,4,,,75,59,33,15,15,23,12,14,,
257,Hertha BSC,Augsburg,2,0,51,49,11,8,5,3,4,1,2,4,7,8,1,1,19,7,3,3,0,0,6,17,,,8,5,5,2,3,2,0,1,2,0,,,9,4,2,4,3,3,427,396,325,297,43,27,8,3,5,8,,,55,52,20,16,24,12,7,10,,
266,Fortuna Düsseldorf,1899 Hoffenheim,2,2,68,32,25,8,4,3,9,5,12,0,7,1,1,0,13,15,4,4,0,1,13,12,,,3,15,3,3,1,2,,,0,1,,,14,4,11,4,1,2,610,308,534,220,42,21,11,1,5,3,,,46,40,18,15,11,12,6,10,,
260,Borussia M'gladbach,1. FC Union Berlin,4,1,58,42,15,12,9,5,1,5,5,2,4,3,4,1,13,9,3,2,0,0,9,13,,,7,5,4,1,1,0,,,1,1,,,10,6,5,6,4,4,561,396,484,302,29,27,1,4,13,3,,,50,50,19,17,9,17,7,10,,
262,1. FC Köln,RB Leipzig,2,4,48,52,7,19,5,9,1,8,1,2,4,7,2,1,16,7,2,1,0,0,6,16,,,10,7,2,7,2,5,1,0,0,5,,,5,15,2,4,4,3,444,498,349,398,36,25,1,5,7,10,,,57,57,23,24,21,8,16,13,,
261,SC Paderborn 07,Borussia Dortmund,1,6,33,67,9,16,1,11,5,5,3,0,2,8,3,1,4,6,2,3,0,0,4,4,,,4,9,1,8,0,4,,,2,4,,,6,14,3,2,4,0,334,673,255,605,25,42,1,3,6,17,,,35,45,4,7,21,17,13,12,,
267,RB Leipzig,SC Paderborn 07,1,1,51,49,12,16,4,5,3,8,5,3,7,9,2,4,11,14,2,4,1,0,13,10,,,16,7,3,2,3,1,1,0,0,1,,,9,8,3,8,4,3,461,418,359,333,18,47,3,4,8,12,,,53,46,15,15,18,10,11,15,,
259,Bayern München,Fortuna Düsseldorf,5,0,69,31,21,7,8,2,7,2,6,3,7,2,4,1,9,10,0,2,0,0,9,9,,,7,15,4,2,1,2,,,,,,,14,4,7,3,2,4,690,309,604,224,26,25,7,2,13,8,,,39,42,8,14,9,11,9,18,,
268,Borussia Dortmund,Hertha BSC,1,0,64,36,13,4,3,1,7,1,3,2,6,0,4,1,7,11,0,2,0,0,11,7,,,6,9,2,0,2,0,,,,,,,9,1,4,3,1,2,745,420,665,336,39,40,4,1,18,5,,,59,39,13,8,17,19,10,17,,
265,Eintracht Frankfurt,1. FSV Mainz 05,0,2,66,34,11,17,0,4,8,11,3,2,7,5,1,4,17,15,3,3,0,0,15,17,,,8,14,0,6,0,4,,,0,1,,,6,13,5,4,2,0,533,270,421,166,43,26,6,8,9,12,,,75,78,35,33,17,17,6,12,,
274,Fortuna Düsseldorf,Borussia Dortmund,0,1,37,63,6,6,3,3,3,2,0,1,6,1,1,1,6,15,1,3,0,0,13,5,,,3,4,0,1,0,1,2,0,1,1,,,3,5,3,1,2,3,426,733,347,649,25,25,1,3,2,10,,,43,40,12,10,16,15,22,7,,
271,Augsburg,1. FC Köln,1,1,50,50,16,9,5,2,10,4,1,3,9,2,0,3,13,21,1,3,0,0,20,13,,,6,21,4,1,3,1,,,,,,,9,7,7,2,1,4,335,352,228,234,28,40,8,5,8,5,,,67,71,26,30,13,24,7,4,,
276,SC Paderborn 07,Werder Bremen,1,5,48,52,18,11,7,8,5,2,6,1,11,2,0,2,18,18,6,3,0,0,18,16,,,5,5,3,5,2,3,1,0,,,,,9,11,9,0,3,6,354,394,271,297,18,19,5,8,9,13,,,53,62,13,18,13,16,9,18,,
264,Bayer 04 Leverkusen,Bayern München,2,4,48,52,10,16,6,10,2,4,2,2,6,4,4,3,14,5,3,3,0,0,4,13,,,5,4,1,5,0,2,,,0,2,,,6,10,4,6,6,4,523,578,435,487,39,41,4,4,14,12,,,41,58,9,11,15,22,14,13,,
286,Bayer 04 Leverkusen,1. FC Köln,3,1,68,32,13,8,6,1,7,6,0,1,7,3,3,0,12,16,2,2,0,0,15,12,,,9,9,4,1,3,1,1,0,,,,,9,5,4,3,0,3,662,299,564,205,38,39,3,5,14,8,,,60,54,20,23,12,14,8,14,,
263,Freiburg,Borussia M'gladbach,1,0,35,65,15,18,6,3,6,11,3,4,3,10,1,1,14,14,4,3,0,1,13,14,,,12,8,3,3,2,3,,,,,,,7,9,8,9,3,5,341,627,252,541,27,42,5,6,12,7,,,47,43,13,14,9,8,13,8,,
282,1. FC Union Berlin,SC Paderborn 07,1,0,41,59,15,12,6,2,6,5,3,5,1,5,2,0,17,16,1,1,0,0,16,14,,,10,9,2,0,2,0,1,0,,,,,10,6,5,6,2,6,362,501,271,397,44,32,1,5,11,13,,,64,60,21,23,18,11,19,13,,
285,Eintracht Frankfurt,FC Schalke 04,2,1,64,36,14,7,4,5,7,2,3,0,5,3,1,7,9,16,3,5,0,1,15,9,,,3,10,4,3,2,3,,,2,0,,,8,6,6,1,3,2,604,335,505,248,31,14,4,6,13,21,,,70,60,25,17,17,13,7,17,,
270,1. FC Union Berlin,FC Schalke 04,1,1,47,53,12,4,5,1,3,1,4,2,9,4,3,1,19,13,3,1,0,0,12,18,,,3,8,5,0,4,0,,,2,1,,,10,1,2,3,0,4,330,399,228,282,39,31,10,2,9,8,,,76,65,37,30,18,11,8,10,,
279,1. FSV Mainz 05,Augsburg,0,1,66,34,17,9,4,3,7,3,6,3,9,5,6,0,8,14,2,4,0,0,14,8,,,8,8,1,1,1,1,0,1,0,1,,,10,5,7,4,2,4,501,260,393,148,41,25,6,0,12,7,,,71,60,28,30,17,15,3,8,,
272,1899 Hoffenheim,RB Leipzig,0,2,51,49,24,15,6,7,11,7,7,1,9,1,4,1,15,18,2,2,0,0,18,12,,,7,13,2,2,2,2,1,1,,,,,13,12,11,3,5,6,451,455,340,336,23,31,8,4,14,8,,,65,50,24,16,10,16,19,13,,
273,1. FC Köln,1. FC Union Berlin,1,2,62,38,10,6,6,4,4,1,0,1,4,6,1,1,18,17,3,0,0,0,17,16,,,3,5,3,1,2,0,,,,,,,7,5,3,1,2,5,537,329,427,223,29,23,4,3,8,7,,,76,65,34,29,18,14,8,13,,
278,Bayern München,Borussia M'gladbach,2,1,50,50,10,9,5,2,4,4,1,3,3,1,3,5,13,10,0,2,0,0,9,11,,,8,9,3,2,1,2,,,0,1,,,8,5,2,4,2,3,560,574,469,476,27,36,4,3,8,4,,,39,39,11,12,11,13,12,6,,
280,FC Schalke 04,Bayer 04 Leverkusen,1,1,27,73,7,15,4,5,1,5,2,5,1,9,1,3,14,7,4,1,0,0,6,13,,,11,2,2,1,1,1,,,1,0,,,5,10,2,5,5,3,270,719,176,616,30,44,3,10,17,16,,,62,63,19,18,20,17,14,10,,
277,Wolfsburg,Freiburg,2,2,46,54,20,11,6,6,7,4,7,1,6,5,,,17,11,0,1,0,0,10,15,,,6,10,2,5,1,3,,,1,0,,,14,8,6,3,3,4,337,396,249,303,26,23,4,4,12,5,,,51,46,18,20,11,8,3,18,,
281,Borussia M'gladbach,Wolfsburg,3,0,52,48,11,12,3,2,4,8,4,2,5,3,1,1,15,17,1,4,0,0,17,13,,,10,7,5,0,2,0,,,3,0,,,9,2,2,10,2,0,522,476,439,397,25,26,4,3,8,14,,,52,62,10,15,17,21,14,15,,
294,Fortuna Düsseldorf,Augsburg,1,1,57,43,8,11,2,3,4,4,2,4,5,3,0,2,14,12,1,0,0,0,11,12,,,8,6,0,1,0,1,,,,,,,6,8,2,3,2,1,476,364,385,265,46,20,3,6,6,7,,,49,55,16,24,16,13,7,11,,
289,RB Leipzig,Fortuna Düsseldorf,2,2,72,28,14,12,5,2,7,8,2,2,5,2,4,3,7,7,1,0,0,0,6,6,,,13,7,2,1,2,0,,,,,,,7,8,7,4,0,3,731,279,640,182,45,36,5,2,5,3,,,38,44,12,16,15,19,4,20,,
299,1. FC Union Berlin,Fortuna Düsseldorf,3,0,43,57,11,27,5,2,4,11,2,14,6,10,2,1,15,6,0,1,0,0,5,15,,,13,7,4,0,1,0,0,1,2,0,,,5,14,6,13,2,2,358,456,248,362,23,25,2,10,6,15,,,49,82,22,39,17,15,12,11,,
305,Freiburg,FC Schalke 04,4,0,56,44,15,22,8,6,3,10,4,6,1,5,3,1,14,5,1,0,0,0,4,12,,,16,5,2,0,1,0,,,,,,,11,5,4,17,6,4,489,367,425,314,44,29,4,6,18,14,,,47,43,13,6,12,11,7,7,,
291,1. FSV Mainz 05,Werder Bremen,3,1,39,61,20,18,12,6,6,7,2,5,7,8,2,3,13,15,2,3,0,0,13,11,,,7,7,2,2,1,2,,,1,1,,,14,14,6,4,5,8,313,489,247,395,20,30,6,8,20,9,,,74,67,28,20,13,28,7,6,,
297,SC Paderborn 07,Borussia M'gladbach,1,3,49,51,11,22,1,11,6,8,4,3,3,5,1,4,11,13,4,2,1,0,12,10,,,9,11,1,7,1,4,0,1,,,,,5,14,6,8,8,0,433,456,364,395,40,28,5,4,9,8,,,45,52,10,6,14,28,4,6,,
288,Augsburg,1899 Hoffenheim,1,3,44,56,12,16,5,5,3,7,4,4,6,4,4,1,10,14,2,1,0,0,14,9,,,8,3,0,5,0,3,0,4,2,1,,,5,13,7,3,2,4,400,507,306,418,32,41,4,11,14,8,,,60,53,18,22,16,15,10,12,,
296,RB Leipzig,Borussia Dortmund,0,2,47,53,16,11,4,7,8,3,4,1,4,1,0,3,13,7,3,3,0,0,6,12,,,5,9,1,5,1,3,0,1,1,4,,,11,8,5,3,5,4,550,640,480,550,29,41,8,0,13,12,,,53,48,15,7,19,19,11,13,,
298,1899 Hoffenheim,1. FC Union Berlin,4,0,59,41,16,7,8,2,4,4,4,1,6,4,1,1,10,15,1,3,0,0,14,10,,,8,7,3,0,,,,,,,,,9,3,7,4,2,4,526,365,441,278,24,26,4,4,10,2,,,50,45,18,19,9,16,13,7,,
307,Wolfsburg,Bayern München,0,4,39,61,12,16,4,9,7,7,1,0,3,6,1,1,13,9,3,0,1,0,8,12,,,11,8,1,7,1,5,,,1,1,,,3,13,9,3,6,4,317,502,248,431,47,41,4,3,6,12,,,38,53,12,10,12,20,13,8,,
287,Borussia Dortmund,1. FSV Mainz 05,0,2,70,30,16,10,4,5,7,2,5,3,7,1,1,0,14,13,6,3,0,0,12,14,,,3,9,1,4,1,2,,,,,,,11,6,5,4,3,4,742,321,656,240,29,21,7,3,11,9,,,49,43,15,10,12,10,13,16,,
284,Werder Bremen,Bayern München,0,1,40,60,6,13,1,3,4,6,1,4,0,10,1,5,9,13,2,3,0,1,13,8,,,14,7,0,3,0,2,,,,,,,4,11,2,2,2,1,439,659,331,561,30,38,4,10,4,14,,,47,54,11,20,19,14,18,16,,
290,1. FC Köln,Eintracht Frankfurt,1,1,38,62,4,9,2,3,0,4,2,2,5,9,5,0,8,15,1,2,0,0,13,8,,,10,3,1,1,,,,,,,,,4,8,0,1,2,1,336,547,229,418,32,39,4,2,11,14,,,50,72,18,34,9,17,17,16,,
300,Bayer 04 Leverkusen,1. FSV Mainz 05,1,0,67,33,13,6,2,1,3,4,8,1,11,4,3,3,10,10,1,1,0,0,10,10,,,5,11,3,0,2,0,1,1,,,,,8,3,5,3,1,1,650,314,579,231,29,12,3,3,16,19,,,56,58,12,16,19,13,8,10,,
275,Hertha BSC,Eintracht Frankfurt,1,4,39,61,5,18,4,7,1,5,0,6,1,5,6,1,14,7,1,2,1,0,7,14,,,7,1,2,4,1,1,,,,,,,3,10,2,8,3,3,355,543,271,457,31,21,2,7,16,12,,,45,56,9,15,13,16,16,5,,
306,Werder Bremen,1. FC Köln,6,1,53,47,18,6,9,2,4,3,5,1,7,5,1,1,22,16,1,2,0,0,16,22,,,8,4,5,2,0,1,2,0,,,,,10,3,8,3,1,3,476,415,398,326,34,34,5,5,11,6,,,57,56,16,18,16,12,18,6,,
293,FC Schalke 04,Wolfsburg,1,4,49,51,11,10,3,5,5,2,3,3,2,4,,,12,16,4,3,0,0,16,11,,,7,8,1,3,1,0,0,1,,,,,9,7,2,3,1,2,372,384,301,299,24,42,2,3,15,6,,,68,63,9,19,29,27,11,11,,
292,Bayern München,Freiburg,3,1,61,39,23,11,9,3,8,7,6,1,8,2,1,2,13,8,,,0,0,7,12,,,10,15,2,4,0,3,1,0,,,,,11,8,12,3,2,6,633,398,549,317,32,26,7,5,8,4,,,48,39,21,10,12,13,9,12,,
302,Borussia M'gladbach,Hertha BSC,2,1,56,44,23,5,8,2,9,2,6,1,3,3,0,2,7,15,1,2,0,0,15,7,,,1,8,4,1,3,0,2,0,1,0,,,14,5,9,0,1,6,557,432,479,351,26,32,2,2,5,9,,,46,34,15,4,11,14,3,14,,
295,Hertha BSC,Bayer 04 Leverkusen,2,0,31,69,14,12,5,2,6,8,3,2,5,4,3,3,14,15,4,3,0,0,13,12,,,13,6,3,0,2,0,,,1,0,,,8,8,6,4,2,3,266,592,172,512,37,39,4,3,12,9,,,57,43,14,14,19,8,16,5,,
269,Werder Bremen,Wolfsburg,0,1,54,46,13,17,2,3,7,8,4,6,5,4,2,2,17,13,3,3,0,0,10,17,,,11,7,0,4,0,3,0,1,,,,,10,11,3,6,2,2,480,408,360,315,27,32,9,5,4,12,,,52,69,21,32,18,8,9,13,,
301,Borussia Dortmund,1899 Hoffenheim,0,4,59,41,7,16,4,7,1,4,2,5,2,5,,,7,5,1,0,0,0,5,7,,,8,4,0,6,0,3,,,0,1,,,1,13,6,3,3,4,684,457,609,391,47,23,6,9,13,14,,,35,38,5,7,12,10,10,16,,
283,Freiburg,Hertha BSC,2,1,50,50,19,11,6,5,1,4,12,2,5,5,1,2,6,16,0,2,0,0,15,6,,,5,6,2,2,1,1,,,0,2,,,11,6,8,5,4,4,401,409,324,336,26,38,6,6,5,8,,,41,42,15,17,8,13,11,14,,
304,Augsburg,RB Leipzig,1,2,35,65,5,14,1,5,1,5,3,4,2,8,1,3,12,10,4,1,0,0,10,11,,,9,4,0,4,0,3,,,,,,,2,8,3,6,3,0,305,586,223,489,27,32,1,1,5,21,,,54,65,10,16,30,17,12,7,,
303,Eintracht Frankfurt,SC Paderborn 07,3,2,61,39,13,17,4,5,5,9,4,3,6,2,3,2,13,3,0,1,0,0,3,13,,,7,11,3,2,1,0,,,0,2,,,10,11,3,6,3,1,554,353,472,264,35,35,9,5,10,10,,,47,48,19,9,15,16,10,16,,
