number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
169,Werder Bremen,1899 Hoffenheim,0,3,54,46,16,11,3,5,5,3,8,3,7,4,1,1,16,15,2,2,0,0,15,15,,,4,6,1,2,1,1,,,,,,,6,8,10,3,2,3,490,440,395,344,39,33,7,5,9,11,,,51,62,17,16,11,21,11,12,,
147,Bayern München,Wolfsburg,2,0,68,32,18,10,8,3,6,4,4,3,12,6,3,3,7,9,2,2,0,0,7,7,,,3,13,2,1,1,1,,,3,0,,,11,4,7,6,3,6,577,275,497,174,29,19,8,2,14,10,,,54,47,20,15,13,15,6,11,,
140,Borussia M'gladbach,SC Paderborn 07,2,0,59,41,17,12,6,2,3,7,8,3,8,4,5,2,6,15,2,3,0,0,15,6,,,7,6,4,1,2,1,,,,,,,15,8,2,4,2,4,541,374,442,294,27,29,10,4,14,13,,,73,64,17,17,27,28,13,16,,
148,FC Schalke 04,Freiburg,2,2,58,42,20,19,6,7,8,9,6,3,7,5,2,1,10,12,1,1,0,0,12,9,,,11,13,2,4,1,2,0,1,1,0,,,5,12,15,7,5,4,458,316,377,239,31,36,2,7,20,5,,,62,53,18,26,13,14,7,13,,
157,Fortuna Düsseldorf,Werder Bremen,0,1,48,52,18,13,2,4,9,6,7,3,6,4,2,1,17,12,4,5,0,1,12,17,,,8,21,1,0,1,0,,,,,,,10,5,8,8,4,2,412,453,303,326,27,27,5,5,6,11,,,55,70,23,27,14,15,20,16,,
154,1. FC Köln,Wolfsburg,3,1,48,52,12,18,7,8,5,6,0,4,8,5,2,0,11,18,3,3,0,0,18,11,,,10,8,3,4,1,3,,,0,1,,,10,9,2,9,7,4,360,383,251,284,34,28,6,4,7,21,,,80,79,27,28,29,20,14,15,,
170,Bayer 04 Leverkusen,Fortuna Düsseldorf,3,0,67,33,27,12,11,3,8,6,8,3,8,5,2,3,10,11,0,3,0,0,10,10,,,11,12,8,1,5,1,,,,,,,22,8,5,4,3,7,593,285,506,196,33,35,11,7,24,8,,,61,52,19,13,8,21,11,18,,
160,Hertha BSC,Bayern München,0,4,33,67,7,20,1,11,4,6,2,3,0,4,1,3,7,15,3,1,0,0,15,7,,,12,5,2,4,2,2,1,1,1,0,,,5,16,2,4,7,1,344,689,245,603,28,35,3,10,15,15,,,62,64,22,19,12,23,10,12,,
167,Wolfsburg,Hertha BSC,1,2,59,41,20,9,7,4,8,4,5,1,9,4,3,1,8,8,0,1,0,0,8,8,,,7,9,1,3,1,2,,,0,1,,,9,5,11,4,2,6,546,381,439,267,32,38,6,6,8,10,,,47,64,12,24,19,22,7,14,,
162,Borussia Dortmund,1. FC Köln,5,1,60,40,14,11,9,5,4,5,1,1,1,3,1,5,6,7,1,1,0,0,7,6,,,5,4,7,1,2,1,1,1,5,0,,,12,6,2,5,4,4,698,455,606,386,24,30,2,5,18,8,,,52,35,11,9,17,12,8,12,,
165,Eintracht Frankfurt,RB Leipzig,2,0,33,67,7,23,5,4,1,12,1,7,4,6,0,1,7,10,1,2,0,0,10,7,,,12,4,2,1,1,1,,,,,,,6,12,1,11,4,3,280,570,179,453,28,43,2,7,4,16,,,56,57,18,24,24,10,23,7,,
173,Borussia Dortmund,1. FC Union Berlin,5,0,66,34,13,5,7,0,3,3,3,2,5,3,2,0,7,8,0,1,0,0,8,7,,,7,5,5,1,2,1,,,2,0,,,8,2,5,3,0,2,712,357,638,276,25,14,1,1,14,9,,,39,42,6,8,11,18,10,11,,
152,SC Paderborn 07,Eintracht Frankfurt,2,1,50,50,19,20,5,5,7,12,7,3,3,8,3,1,11,11,3,2,0,0,11,10,,,13,11,3,1,2,0,,,1,0,,,11,12,8,8,4,3,402,375,295,274,24,32,5,3,18,12,,,65,53,21,19,15,12,3,17,,
139,Bayer 04 Leverkusen,Hertha BSC,0,1,71,29,16,10,7,5,6,4,3,1,5,4,4,1,12,16,2,3,0,0,15,12,,,4,9,1,3,1,2,,,0,2,,,11,8,5,2,4,7,681,276,585,187,28,26,8,1,14,14,,,65,57,17,18,20,13,3,11,,
175,Fortuna Düsseldorf,Eintracht Frankfurt,1,1,53,47,8,6,1,4,4,2,3,0,4,4,5,3,8,12,2,1,0,0,12,6,,,3,15,0,3,0,2,,,,,,,3,6,5,0,3,0,466,406,373,310,42,29,3,5,5,7,,,45,42,20,13,8,16,12,6,,
172,1. FSV Mainz 05,Bayern München,1,3,31,69,8,13,3,5,5,5,0,3,6,4,2,2,14,10,3,1,0,0,9,12,,,9,6,0,5,0,2,1,0,0,1,,,4,9,4,4,2,3,297,696,195,599,18,52,9,5,6,12,,,44,62,11,24,19,14,6,11,,
133,Wolfsburg,Borussia M'gladbach,2,1,49,51,18,6,7,6,9,0,2,0,5,2,2,0,20,15,3,3,0,0,14,20,,,2,11,0,2,0,1,2,0,1,0,,,13,4,5,2,5,5,436,459,341,372,32,28,10,3,18,14,,,76,57,22,11,22,12,13,12,,
180,Eintracht Frankfurt,Augsburg,5,0,60,40,13,8,9,5,2,1,2,2,1,4,2,3,8,6,1,0,0,0,5,7,,,5,6,4,2,1,2,,,,,,,9,4,4,4,4,4,540,366,417,253,38,21,7,3,7,11,,,62,37,20,10,30,10,5,21,,
168,Bayern München,FC Schalke 04,5,0,76,24,24,7,14,1,7,4,3,2,9,2,3,2,3,5,,,0,0,4,3,,,5,11,5,0,2,0,0,1,0,1,,,16,5,8,2,1,9,822,271,741,203,49,19,15,0,16,9,,,47,38,9,9,18,18,7,13,,
166,Freiburg,SC Paderborn 07,0,2,64,36,19,17,5,3,8,12,6,2,6,6,,,11,7,4,3,0,1,7,11,,,13,9,4,2,4,0,0,1,,,,,15,10,4,7,1,5,548,302,455,225,60,33,13,4,11,12,,,60,73,26,28,17,24,10,10,,
183,Freiburg,1899 Hoffenheim,1,0,50,50,12,20,6,6,4,7,2,7,5,10,2,0,10,16,3,3,0,0,15,10,,,13,9,4,4,3,4,0,1,0,1,,,10,12,2,8,6,4,455,439,376,353,24,19,5,13,8,3,,,49,41,15,17,12,11,14,11,,
178,1. FC Köln,Freiburg,4,0,45,55,24,9,9,2,9,5,6,2,10,6,2,2,14,11,3,1,0,0,10,14,,,8,14,7,0,3,0,0,1,5,1,,,15,6,9,3,2,5,337,430,251,332,26,20,8,5,7,4,,,59,52,33,22,9,12,12,3,,
161,SC Paderborn 07,Bayer 04 Leverkusen,1,4,36,64,13,12,7,6,3,2,3,4,6,4,1,4,8,12,3,1,0,0,12,8,,,2,5,2,5,1,1,,,0,2,,,7,10,6,2,2,6,365,658,273,575,21,36,2,5,14,27,,,60,72,10,14,24,23,5,11,,
163,1. FC Union Berlin,Augsburg,2,0,46,54,12,24,3,7,4,12,5,5,4,5,2,3,18,9,4,1,0,0,9,18,,,10,7,1,5,0,5,,,,,,,7,14,5,10,7,1,364,419,238,289,30,27,1,11,6,7,,,65,62,35,27,15,11,12,8,,
182,Hertha BSC,1. FSV Mainz 05,1,3,68,32,13,11,3,3,7,8,3,0,10,1,0,1,14,16,4,1,1,0,16,13,,,12,7,1,4,1,2,,,0,1,,,9,7,4,4,0,2,653,300,563,224,52,21,11,2,15,11,,,66,60,13,18,22,19,13,7,,
179,SC Paderborn 07,Wolfsburg,2,4,47,53,10,9,7,5,3,4,0,0,3,7,2,3,15,18,3,3,1,0,17,15,,,9,7,3,4,2,2,,,1,0,,,6,8,4,1,1,5,358,406,266,306,26,36,2,3,11,11,,,57,58,15,16,16,16,13,8,,
171,Hertha BSC,FC Schalke 04,0,0,42,58,9,13,0,5,7,4,2,4,3,7,1,2,9,9,1,1,0,0,9,9,,,5,11,0,2,0,2,,,1,0,,,7,6,2,7,5,0,360,520,236,420,30,40,4,5,14,14,,,60,58,17,21,22,15,14,12,,
176,1899 Hoffenheim,Bayer 04 Leverkusen,2,1,35,65,14,22,6,11,5,6,3,5,4,10,1,4,8,10,3,3,0,1,10,8,,,9,6,4,3,2,2,1,1,2,3,,,9,15,5,7,9,4,293,548,192,450,24,39,3,9,11,17,,,55,64,16,20,20,19,15,5,,
184,Werder Bremen,1. FC Union Berlin,0,2,70,30,14,11,3,5,8,3,3,3,5,5,1,2,8,17,4,3,0,0,16,7,,,5,10,1,5,1,3,,,0,5,,,9,9,5,2,3,3,683,284,589,193,25,27,3,8,10,6,,,48,72,13,32,10,28,10,16,,
174,Augsburg,Werder Bremen,2,1,51,49,15,7,4,1,7,3,4,3,5,3,5,3,8,19,2,5,0,0,17,8,,,5,13,2,1,1,1,,,2,0,,,10,4,5,3,1,2,387,379,296,278,28,28,6,3,10,4,,,66,32,27,13,12,9,17,17,,
185,Wolfsburg,Fortuna Düsseldorf,1,1,48,52,12,10,5,2,7,5,0,3,3,5,4,3,11,14,0,1,1,0,14,10,,,6,5,1,1,0,1,,,,,,,8,7,4,3,1,4,452,482,345,379,35,40,6,5,5,9,,,51,44,25,16,7,9,9,9,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Borussia M'gladbach,1. FC Köln,2,1,53,47,12,15,5,3,2,9,5,3,6,3,2,1,13,15,1,2,0,0,14,13,,,9,3,2,2,2,2,,,,,,,8,11,4,4,2,4,540,459,441,364,21,44,5,7,11,5,,,63,52,28,23,10,12,14,22,,
188,Bayern München,RB Leipzig,0,0,70,30,11,9,3,1,2,5,6,3,11,3,3,8,8,14,2,2,0,0,13,8,,,6,7,1,3,1,3,,,0,2,,,9,8,2,1,0,2,734,316,630,206,53,24,6,1,19,9,,,65,62,19,18,14,27,6,19,,
186,Bayer 04 Leverkusen,Borussia Dortmund,4,3,52,48,8,12,5,6,2,5,1,1,3,7,4,3,9,11,2,1,0,0,10,9,,,7,3,3,1,1,0,1,1,,,,,7,10,1,2,3,1,526,491,436,404,35,38,3,5,4,8,,,53,51,13,15,26,19,15,13,,
191,1. FC Union Berlin,Bayer 04 Leverkusen,2,3,40,60,21,13,7,5,9,5,5,3,6,4,1,2,10,13,2,2,0,0,12,10,,,6,10,3,3,3,2,,,1,2,,,15,9,6,4,2,5,330,514,203,393,23,28,8,5,7,17,,,70,70,29,28,23,16,17,10,,
181,FC Schalke 04,SC Paderborn 07,1,1,66,34,15,15,4,4,7,6,4,5,11,10,2,2,6,8,2,3,0,0,8,6,,,8,8,1,0,1,0,1,0,,,,,10,8,5,7,3,3,530,244,452,155,25,11,6,8,13,14,,,64,60,26,13,17,28,13,9,,
177,RB Leipzig,Borussia M'gladbach,2,2,64,36,19,7,8,4,5,1,6,2,4,4,1,3,13,15,1,5,0,1,13,12,,,3,10,1,1,,,1,0,0,1,,,10,7,9,0,2,6,597,345,497,259,20,24,9,0,10,15,,,48,47,13,11,12,10,12,17,,
196,Fortuna Düsseldorf,Borussia M'gladbach,1,4,51,49,9,17,4,6,4,5,1,6,2,5,2,1,11,11,2,2,0,0,10,10,,,6,7,3,5,2,3,,,0,1,,,6,11,3,6,2,3,416,403,353,337,48,21,5,2,7,14,,,39,52,14,18,8,10,14,6,,
190,Borussia Dortmund,Eintracht Frankfurt,4,0,63,37,17,1,7,0,6,1,4,0,5,0,1,2,7,4,0,1,0,0,3,7,,,3,5,2,0,,,1,0,5,0,,,7,0,10,1,0,3,748,436,659,334,29,19,3,1,13,6,,,40,34,8,7,16,14,11,14,,
192,Augsburg,Freiburg,1,1,27,73,9,20,3,5,3,11,3,4,0,3,1,2,22,5,4,1,0,0,5,19,,,10,5,1,1,0,1,1,1,,,,,4,13,5,7,4,2,234,658,145,555,11,37,3,10,6,7,,,35,51,16,19,10,7,14,9,,
194,SC Paderborn 07,Hertha BSC,1,2,53,47,21,16,4,6,4,5,13,5,5,8,5,0,15,13,2,2,0,0,11,14,,,4,5,1,4,1,4,,,,,,,8,11,13,5,5,3,406,369,309,266,40,35,6,8,22,10,,,63,71,19,24,12,23,9,13,,
193,RB Leipzig,Werder Bremen,3,0,51,49,10,8,3,1,6,6,1,1,8,1,4,2,10,12,1,1,0,0,12,10,,,7,11,5,0,2,0,,,1,0,,,8,5,2,3,2,1,561,541,468,440,27,29,5,3,12,7,,,51,39,10,11,17,11,14,8,,
211,Augsburg,Borussia M'gladbach,2,3,45,55,8,15,3,7,5,6,0,2,5,3,2,0,11,6,3,2,0,0,6,11,,,8,8,2,6,1,3,0,1,0,1,,,6,12,2,3,4,1,419,516,333,454,31,34,5,4,10,9,,,45,52,11,14,19,21,7,16,,
205,Bayer 04 Leverkusen,Augsburg,2,0,76,24,9,8,4,3,3,5,2,0,2,3,2,3,10,13,2,4,0,0,12,8,,,6,5,2,1,1,1,1,0,2,0,,,6,4,3,4,3,2,851,261,747,161,39,17,2,4,14,3,,,68,34,22,10,20,14,5,22,,
197,1. FC Köln,Bayern München,1,4,39,61,13,24,5,8,7,15,1,1,1,6,4,1,12,10,1,3,0,0,10,12,,,16,10,4,5,3,3,0,2,,,,,11,15,2,9,4,4,350,571,271,503,37,35,6,3,15,21,,,61,56,16,10,20,14,16,7,,
215,RB Leipzig,Bayer 04 Leverkusen,1,1,37,63,9,15,2,6,6,3,1,6,8,5,4,2,4,13,0,3,0,0,13,4,,,5,9,1,2,0,1,,,0,1,,,4,7,5,8,5,1,395,695,317,616,30,27,4,3,14,8,,,58,33,14,8,17,13,18,13,,
200,Borussia M'gladbach,1899 Hoffenheim,1,1,48,52,16,21,10,4,6,10,0,7,8,8,1,1,10,11,4,4,0,0,8,8,,,8,6,2,2,2,1,1,0,,,,,13,14,3,7,4,9,468,500,392,429,17,22,5,12,10,14,,,52,48,13,14,21,12,9,10,,
195,1899 Hoffenheim,Wolfsburg,2,3,57,43,14,14,6,6,6,5,2,3,4,4,0,1,8,13,2,2,0,0,12,7,,,8,5,4,6,2,3,1,0,2,5,,,11,9,3,5,3,4,530,391,441,306,30,34,5,3,15,11,,,66,46,26,11,16,17,9,10,,
199,Bayern München,SC Paderborn 07,3,2,72,28,18,5,9,4,3,1,6,0,11,1,2,6,4,9,1,3,0,0,9,3,,,5,15,6,3,4,1,1,0,0,3,,,15,5,3,0,2,6,699,272,604,175,35,25,11,1,23,4,,,63,44,15,9,16,28,9,10,,
202,Freiburg,Fortuna Düsseldorf,0,2,61,39,16,9,4,4,6,4,6,1,7,4,2,1,13,10,1,4,0,0,10,13,,,8,10,0,2,,,,,0,2,,,8,3,8,6,2,4,498,332,397,236,27,24,8,3,16,10,,,71,64,31,23,14,18,8,7,,
203,Werder Bremen,Borussia Dortmund,0,2,36,64,8,12,2,6,2,2,4,4,2,6,2,3,13,8,,,0,0,7,13,,,2,6,0,3,0,2,,,0,1,,,1,8,7,4,4,2,413,731,338,642,24,26,0,5,8,13,,,45,49,13,9,17,14,17,9,,
201,Hertha BSC,1. FC Köln,0,5,61,39,9,17,1,11,4,3,4,3,5,3,1,1,12,10,2,2,0,0,10,12,,,6,8,0,4,0,2,,,0,6,,,5,12,4,5,6,1,534,342,438,241,35,35,2,4,9,12,,,53,61,19,13,17,24,14,13,,
206,Wolfsburg,1. FSV Mainz 05,4,0,56,44,17,17,6,3,10,5,1,9,4,14,1,1,11,12,0,2,0,0,12,10,,,4,10,3,1,1,1,0,1,1,0,,,9,12,8,5,3,3,479,361,382,263,28,35,3,8,12,13,,,60,64,13,17,23,24,14,16,,
198,1. FSV Mainz 05,FC Schalke 04,0,0,39,61,15,8,5,3,7,4,3,1,3,6,3,1,8,12,2,2,0,0,11,7,,,8,12,2,2,2,2,1,0,,,,,9,5,6,3,3,5,298,482,188,375,21,26,5,5,8,13,,,64,51,23,12,23,19,4,11,,
207,Eintracht Frankfurt,1. FC Union Berlin,1,2,64,36,21,11,3,7,12,3,6,1,14,6,3,5,10,15,3,4,0,0,15,10,,,4,12,3,1,3,0,,,0,2,,,15,9,6,2,6,3,505,282,394,172,32,29,9,6,5,8,,,70,59,32,31,19,10,16,16,,
208,Fortuna Düsseldorf,Hertha BSC,3,3,50,50,14,15,5,7,4,4,5,4,3,5,6,4,11,11,2,2,0,0,11,11,,,7,5,2,5,0,4,0,2,0,3,,,7,10,7,5,5,2,466,463,377,372,39,32,2,3,9,17,,,43,65,15,25,9,12,9,12,,
209,1. FSV Mainz 05,SC Paderborn 07,2,0,45,55,8,9,3,4,2,4,3,1,5,8,1,0,7,16,1,3,0,0,15,5,,,11,8,1,0,,,,,,,,,4,4,4,5,4,1,353,444,254,337,26,24,2,3,20,12,,,78,60,23,12,20,32,6,11,,
212,1899 Hoffenheim,Bayern München,0,6,34,66,4,25,1,11,1,10,2,4,1,7,1,5,3,7,,,0,0,7,3,,,12,3,1,8,1,4,0,1,,,,,3,21,1,4,5,1,334,641,262,592,21,42,3,7,6,13,,,32,35,2,6,17,13,10,10,,
226,1. FSV Mainz 05,Fortuna Düsseldorf,1,1,35,65,3,20,1,5,0,11,2,4,1,8,2,1,19,11,3,1,1,0,10,18,,,16,2,2,2,1,1,,,,,,,2,12,1,8,4,0,307,569,205,466,28,55,0,5,6,5,,,47,50,18,18,14,10,10,9,,
213,1. FC Köln,FC Schalke 04,3,0,38,62,11,7,6,1,3,5,2,1,4,2,8,0,8,11,1,2,0,0,8,7,,,5,5,2,1,1,1,,,2,0,,,8,4,3,3,1,4,347,577,257,473,33,21,5,3,7,16,,,55,47,24,13,16,11,22,14,,
214,1. FC Union Berlin,Wolfsburg,2,2,40,60,6,12,3,3,0,7,3,2,1,6,2,1,8,14,1,2,0,0,13,8,,,14,3,3,4,1,2,,,,,,,5,8,1,4,1,1,320,486,201,379,29,36,5,7,12,8,,,65,57,23,26,17,16,16,8,,
220,FC Schalke 04,1899 Hoffenheim,1,1,44,56,14,4,4,1,3,2,7,1,4,5,1,2,8,12,0,1,0,0,12,8,,,6,7,1,1,1,0,,,,,,,8,3,6,1,0,3,406,518,322,444,30,27,3,1,8,7,,,53,49,18,13,17,21,7,11,,
225,Bayern München,Augsburg,2,0,74,26,18,6,6,2,8,3,4,1,9,4,0,4,4,7,1,0,0,0,7,4,,,4,22,7,2,5,2,,,1,1,,,15,4,3,2,2,4,783,266,671,165,37,14,7,5,13,6,,,48,31,12,11,16,10,19,15,,
224,Borussia M'gladbach,Borussia Dortmund,1,2,45,55,10,10,3,4,4,3,3,3,3,3,6,0,10,11,5,5,0,0,10,8,,,4,4,5,2,4,1,0,1,1,1,,,7,9,3,1,2,2,498,619,412,517,18,29,3,4,8,16,,,53,55,8,18,27,14,12,11,,
221,Hertha BSC,Werder Bremen,2,2,49,51,19,7,5,3,6,3,8,1,3,1,1,4,18,7,3,3,0,0,5,18,,,7,9,0,3,0,2,,,1,0,,,12,3,7,4,1,4,406,431,277,297,30,26,8,5,12,6,,,55,62,24,20,15,21,10,21,,
229,Fortuna Düsseldorf,SC Paderborn 07,0,0,54,46,10,7,1,1,7,4,2,2,2,0,4,0,15,16,2,2,0,0,16,14,,,5,8,2,1,2,1,3,0,1,0,,,6,2,4,5,1,1,525,452,445,374,49,42,5,1,4,5,,,45,36,13,10,14,7,7,8,,
222,Freiburg,1. FC Union Berlin,3,1,52,48,9,14,4,4,1,7,4,3,7,2,4,0,5,20,2,3,0,1,20,5,,,11,3,2,1,,,,,1,0,,,6,7,3,7,3,1,400,363,301,270,29,36,5,2,6,6,,,71,49,33,28,13,10,13,9,,
210,Borussia Dortmund,Freiburg,1,0,65,35,16,13,2,4,8,4,6,5,6,4,1,1,5,9,1,0,0,0,9,5,,,5,10,1,1,0,1,1,0,1,0,,,6,9,10,4,3,1,790,424,716,346,27,24,1,7,17,9,,,42,41,7,10,9,17,10,10,,
219,Bayer 04 Leverkusen,Eintracht Frankfurt,4,0,62,38,13,9,5,3,4,4,4,2,1,3,1,3,12,12,1,0,0,0,12,9,,,8,3,4,2,0,2,,,3,0,,,7,8,6,1,3,1,632,381,552,282,42,33,2,5,22,5,,,61,43,10,11,17,18,8,13,,
235,Werder Bremen,Bayer 04 Leverkusen,1,4,36,64,10,13,1,6,6,2,3,5,2,9,,,15,14,2,1,0,0,12,15,,,5,5,1,4,1,0,,,1,1,,,7,10,3,3,3,0,410,715,327,629,24,32,5,3,9,16,,,56,54,14,8,21,15,22,7,,
240,Wolfsburg,Borussia Dortmund,0,2,39,61,7,6,1,2,4,2,2,2,2,2,1,0,11,10,4,2,1,0,9,11,,,5,5,1,3,1,1,1,0,0,2,,,4,3,3,3,0,1,429,692,341,595,23,33,5,0,6,11,,,41,44,10,12,16,12,7,16,,
233,1. FC Köln,1. FSV Mainz 05,2,2,49,51,16,11,6,5,7,3,3,3,5,7,1,2,20,15,4,2,0,0,15,20,,,8,11,3,4,1,2,,,,,,,12,9,4,2,3,4,392,404,304,331,30,19,4,3,4,11,,,70,52,28,13,23,9,11,15,,
223,Wolfsburg,RB Leipzig,0,0,39,61,16,14,4,4,9,6,3,4,4,4,2,1,13,14,2,3,0,0,14,11,,,10,10,0,1,0,1,,,1,0,,,6,9,10,5,4,4,379,615,282,515,41,41,6,7,11,12,,,60,49,19,11,17,15,19,8,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,SC Paderborn 07,1. FC Köln,1,2,48,52,16,15,2,3,8,9,6,3,5,9,1,0,8,12,3,4,0,0,12,8,,,9,12,0,3,0,2,1,1,0,1,,,9,9,7,6,1,1,387,425,291,329,23,37,6,8,12,6,,,49,53,16,19,9,20,9,15,,
204,FC Schalke 04,RB Leipzig,0,5,53,47,3,24,2,8,0,8,1,8,2,5,5,0,10,7,2,3,0,0,7,10,,,10,13,1,4,1,3,,,0,3,,,2,16,1,8,3,2,490,430,404,340,23,30,3,7,16,17,,,53,57,12,8,18,22,18,17,,
227,Borussia Dortmund,FC Schalke 04,4,0,60,40,11,10,4,3,3,3,4,4,4,2,0,4,9,8,2,2,0,0,8,8,,,6,5,2,0,,,,,2,0,,,7,3,4,7,3,0,611,410,522,332,25,16,3,1,9,12,,,53,50,10,10,26,21,10,14,,
217,Werder Bremen,Eintracht Frankfurt,0,3,50,50,11,11,3,4,6,4,2,3,5,6,6,2,14,21,2,1,0,0,20,14,,,5,7,0,3,0,1,,,1,0,,,4,9,7,2,1,3,425,411,327,316,35,35,2,7,5,10,,,56,53,25,17,9,13,10,14,,
234,1. FC Union Berlin,Bayern München,0,2,32,68,9,13,2,3,5,4,2,6,4,9,6,3,13,10,2,1,0,0,10,13,,,5,7,1,1,1,0,,,,,,,5,10,4,3,1,2,307,652,206,539,26,33,4,8,10,10,,,57,60,22,25,15,13,15,14,,
236,Hertha BSC,1. FC Union Berlin,4,0,55,45,15,7,7,0,7,4,1,3,4,6,2,1,12,12,2,1,0,0,12,12,,,7,7,5,0,2,0,,,1,0,,,9,3,6,4,0,3,458,358,383,279,46,23,4,1,8,10,,,56,56,28,22,9,12,6,2,,
237,Borussia M'gladbach,Bayer 04 Leverkusen,1,3,45,55,17,14,6,8,6,4,5,2,6,3,5,3,16,16,1,1,0,0,16,15,,,6,9,4,6,3,3,0,1,1,3,,,12,10,5,4,4,5,420,527,330,434,27,30,8,2,11,10,,,56,54,14,13,15,16,10,13,,
241,Bayern München,Eintracht Frankfurt,5,2,66,34,23,12,10,4,9,6,4,2,7,2,2,1,10,7,0,1,0,0,6,10,,,5,9,6,1,2,1,1,1,0,1,,,13,8,10,4,2,6,672,339,566,235,35,22,12,6,9,8,,,53,47,22,13,17,16,13,17,,
231,1899 Hoffenheim,Hertha BSC,0,3,51,49,18,13,2,6,9,5,7,2,7,5,0,1,9,17,2,3,0,0,17,7,,,5,9,5,2,5,1,0,1,0,1,,,12,10,6,3,4,2,435,419,355,350,9,53,4,6,12,8,,,63,46,13,22,21,10,9,11,,
242,FC Schalke 04,Augsburg,0,3,71,29,12,9,2,7,2,1,8,1,3,2,2,1,14,11,0,2,0,0,10,14,,,2,8,1,2,1,0,,,1,3,,,6,5,6,4,4,2,612,249,502,149,35,26,3,0,15,8,,,72,77,24,29,23,28,10,14,,
238,Freiburg,Werder Bremen,0,1,63,37,17,10,7,2,7,4,3,4,7,2,3,1,12,18,0,3,0,1,18,11,,,8,9,,,,,,,0,4,,,10,3,7,7,1,7,598,361,514,266,49,30,15,3,5,8,,,65,51,35,24,8,9,13,5,,
228,Augsburg,Wolfsburg,1,2,40,60,8,16,3,4,3,9,2,3,3,1,5,2,8,11,1,3,0,0,11,8,,,12,4,1,1,,,1,1,,,,,6,11,2,5,2,3,333,496,233,404,27,30,4,6,5,10,,,46,59,16,19,14,22,14,10,,
239,SC Paderborn 07,1899 Hoffenheim,1,1,39,61,12,17,2,7,9,6,1,4,2,8,1,3,14,13,3,0,0,0,12,14,,,9,12,2,6,2,5,,,,,,,7,13,5,4,5,1,364,605,290,525,32,28,5,9,7,7,,,47,54,13,21,16,13,10,11,,
243,1. FSV Mainz 05,RB Leipzig,0,5,35,65,4,20,1,10,3,8,0,2,5,4,3,2,13,11,3,3,0,0,10,13,,,11,4,0,8,0,5,,,,,,,3,13,1,7,4,1,345,671,272,600,24,23,6,5,12,10,,,41,58,8,18,11,17,6,6,,
232,Eintracht Frankfurt,Borussia M'gladbach,1,3,53,47,12,15,4,8,6,7,2,0,5,1,1,3,19,10,5,1,0,0,10,19,,,7,6,1,4,0,2,0,1,,,,,10,10,2,5,4,3,514,479,409,384,25,30,8,2,9,4,,,50,51,22,17,10,12,15,8,,
246,Bayer 04 Leverkusen,Wolfsburg,1,4,70,30,9,14,1,9,5,2,3,3,12,6,3,3,10,16,3,3,0,0,16,8,,,3,6,3,6,2,3,,,,,,,7,8,2,6,5,0,639,272,542,188,26,27,7,6,13,7,,,60,45,17,12,16,18,5,19,,
230,RB Leipzig,Freiburg,1,1,67,33,22,6,8,1,9,4,5,1,8,4,0,4,11,8,0,1,0,0,8,11,,,5,18,4,0,4,0,,,1,1,,,12,4,10,2,0,7,655,327,570,237,19,30,6,3,8,3,,,44,53,13,26,15,15,10,13,,
244,1. FC Köln,Fortuna Düsseldorf,2,2,61,39,15,10,6,4,6,3,3,3,6,2,3,0,19,17,0,1,0,0,16,19,,,9,7,4,0,3,0,1,0,1,0,,,9,5,6,5,2,4,520,328,413,213,43,18,7,0,11,3,,,82,56,39,25,17,10,15,8,,
245,Borussia Dortmund,Bayern München,0,1,51,49,13,11,5,5,3,2,5,4,4,3,3,1,9,15,2,2,0,0,15,9,,,6,5,0,1,0,1,0,1,,,,,8,5,5,6,3,4,612,588,520,509,44,28,2,1,21,10,,,60,43,7,12,17,13,16,10,,
252,Fortuna Düsseldorf,FC Schalke 04,2,1,67,33,13,8,8,3,3,3,2,2,7,2,1,1,10,13,3,2,0,0,13,9,,,4,5,3,2,1,1,,,1,0,,,6,4,7,4,2,5,574,278,464,176,39,22,1,3,5,13,,,54,70,24,34,13,14,9,20,,
