number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
17,Saint-Étienne,Stade Brestois 29,1,1,55,45,19,9,5,4,10,3,4,2,4,2,3,2,16,8,1,2,0,0,7,15,,,4,10,3,0,3,0,0,1,,,,,16,5,3,4,2,4,457,382,376,296,18,25,5,1,6,8,,,61,52,24,10,24,20,12,15,,
14,Metz,AS Monaco,3,0,48,52,18,12,10,6,6,1,2,5,6,4,2,1,15,7,1,2,0,1,5,15,,,5,8,4,1,2,1,,,2,0,,,13,5,5,7,6,6,464,496,381,422,36,29,5,2,8,14,,,51,55,12,11,26,16,13,9,,
35,Toulouse,Amiens,2,0,45,55,13,10,3,1,8,9,2,0,4,3,0,1,15,8,0,1,0,0,6,14,,,9,4,3,0,2,0,,,2,0,,,8,4,5,6,1,1,513,596,436,517,25,34,3,7,11,8,,,36,43,6,9,14,14,16,5,,
44,Dijon,Nîmes Olympique,0,0,59,41,17,8,2,3,10,4,5,1,6,0,2,2,14,11,3,1,0,0,9,14,,,6,12,2,0,2,0,,,1,0,,,9,5,8,3,3,2,513,348,401,227,44,15,5,2,15,4,,,71,69,30,35,17,16,5,12,,
50,Strasbourg,FC Nantes,2,1,60,40,17,10,5,3,8,2,4,5,9,2,1,3,11,16,2,2,0,0,16,11,,,4,14,2,0,1,0,,,1,0,,,12,5,5,5,2,3,513,334,423,257,43,30,7,2,8,5,,,68,40,27,11,18,15,5,6,,
51,Olympique de Marseille,Montpellier,1,1,65,35,24,2,5,1,7,0,12,1,15,1,1,2,11,17,3,3,2,1,17,11,,,0,11,,,,,,,1,0,,,9,1,15,1,1,4,576,310,496,227,26,37,4,0,22,8,,,73,58,16,24,19,15,4,13,,
7,Lille OSC,FC Nantes,2,1,54,46,13,13,3,3,7,9,3,1,5,11,3,2,13,17,2,4,0,0,15,12,,,8,8,2,1,1,1,,,,,,,7,7,6,6,3,1,420,346,357,276,35,30,4,4,13,9,,,49,61,10,21,11,21,10,10,,
28,Lille OSC,Saint-Étienne,3,0,49,51,16,9,7,4,6,3,3,2,3,3,0,1,9,12,,,0,0,12,8,,,7,10,3,1,1,1,,,,,,,12,6,4,3,3,4,460,465,379,392,17,31,4,4,4,5,,,41,49,16,19,12,17,5,14,,
62,Amiens,Bordeaux,1,3,46,54,11,15,3,6,5,9,3,0,3,3,2,0,15,13,2,2,0,0,12,14,,,10,12,1,0,,,,,,,,,7,5,4,10,3,2,410,502,311,410,21,36,4,1,10,11,,,60,60,20,19,21,17,5,12,,
33,FC Nantes,Montpellier,1,0,49,51,14,8,7,1,4,3,3,4,6,2,0,1,14,12,2,2,0,0,11,11,,,4,7,1,1,1,1,,,1,0,,,7,5,7,3,1,6,473,479,385,373,27,42,4,3,11,3,,,69,52,26,20,23,18,18,10,,
34,Nîmes Olympique,Stade Brestois 29,3,0,38,62,21,7,8,3,9,2,4,2,8,2,5,1,11,17,3,4,0,0,16,11,,,7,13,5,2,4,2,1,0,3,0,,,14,5,7,2,3,5,310,520,223,414,29,27,11,1,8,7,,,61,59,24,26,15,16,14,9,,
0,AS Monaco,Olympique Lyonnais,0,3,39,61,7,13,1,3,3,7,3,3,2,5,2,1,10,17,2,2,1,0,16,9,,,10,7,1,1,1,0,,,0,2,,,4,4,3,9,1,1,392,619,336,570,9,31,2,4,7,8,,,54,44,6,14,25,13,10,8,,
48,Saint-Étienne,Toulouse,2,2,59,41,14,10,4,7,7,1,3,2,9,7,4,3,15,13,3,0,0,0,13,14,,,4,15,1,3,0,1,0,1,0,1,,,8,6,6,4,5,2,447,320,388,247,37,18,6,4,9,10,,,51,57,16,14,13,19,13,12,,
9,Paris Saint-Germain,Nîmes Olympique,3,0,74,26,12,5,5,1,5,4,2,0,2,6,,,17,8,2,0,0,0,6,17,,,4,9,6,0,3,0,,,,,,,10,4,2,1,1,2,769,246,709,189,31,25,2,5,11,7,,,42,51,9,15,17,14,6,5,,
42,Paris Saint-Germain,Strasbourg,1,0,61,39,16,6,7,3,5,2,4,1,5,2,2,3,12,12,2,2,0,0,11,11,,,3,10,0,1,0,1,1,0,,,,,9,3,7,3,3,6,618,381,546,292,20,46,2,2,14,11,,,44,60,5,22,14,16,13,17,,
49,AS Monaco,Olympique de Marseille,3,4,43,57,12,13,8,6,2,5,2,2,6,4,3,1,9,14,3,3,0,0,13,9,,,4,4,4,3,2,1,0,1,3,0,,,9,10,3,3,2,5,378,506,316,436,19,26,5,6,11,10,,,47,48,13,16,10,14,13,7,,
29,OGC Nice,Olympique de Marseille,1,2,62,38,12,12,3,5,5,5,4,2,4,3,1,0,7,13,1,1,0,0,13,7,,,6,4,2,2,1,1,,,0,3,,,5,8,7,4,3,2,548,323,460,249,19,20,3,5,16,6,,,61,52,11,17,22,22,11,8,,
61,AS Monaco,OGC Nice,3,1,39,61,17,10,5,3,8,3,4,4,5,7,3,2,10,14,2,3,0,0,12,9,,,6,10,3,0,1,0,1,0,2,1,,,16,7,1,3,3,2,322,493,254,429,25,31,5,3,11,17,,,65,46,15,11,27,11,10,16,,
31,Olympique Lyonnais,Bordeaux,1,1,46,54,10,18,3,6,3,7,4,5,4,5,0,3,12,14,4,3,1,0,14,11,,,11,4,1,1,1,0,,,2,0,,,6,9,4,9,5,2,434,494,364,437,22,17,1,4,11,11,,,53,53,10,11,19,20,15,8,,
52,Bordeaux,Stade Brestois 29,2,2,55,45,18,13,5,3,7,7,6,3,5,9,,,9,11,4,3,0,0,11,9,,,12,9,3,4,2,3,1,1,1,1,,,8,8,10,5,1,3,510,392,428,310,25,31,8,4,8,7,,,49,40,20,8,10,17,6,8,,
56,Stade de Reims,AS Monaco,0,0,45,55,16,12,4,4,8,5,4,3,6,3,4,0,16,10,0,2,0,0,10,14,,,6,8,3,2,3,2,,,0,1,,,10,4,6,8,4,4,382,471,316,395,34,15,7,3,9,7,,,47,45,9,5,19,19,15,3,,
36,Stade de Reims,Lille OSC,2,0,40,60,12,11,5,3,4,5,3,3,5,1,0,2,19,15,3,2,0,1,14,18,,,7,6,2,3,1,3,0,1,,,,,9,7,3,4,3,2,312,474,227,390,26,26,2,4,7,9,,,52,69,13,27,19,16,7,7,,
53,Metz,Amiens,1,2,51,49,13,9,4,5,7,2,2,2,4,6,1,0,13,12,1,1,0,0,10,13,,,4,13,2,3,1,1,,,,,,,6,5,7,4,3,3,459,462,374,364,33,28,3,4,15,4,,,72,60,24,19,23,25,14,13,,
55,Nîmes Olympique,Toulouse,1,0,40,60,19,9,4,2,8,4,7,3,5,7,1,1,14,11,1,3,0,1,9,10,,,5,11,2,1,2,1,1,0,,,,,11,5,8,4,2,3,344,502,263,408,36,28,4,6,4,15,,,66,61,26,19,27,17,12,9,,
23,Stade Brestois 29,Stade de Reims,1,0,53,47,8,10,4,2,1,8,3,0,6,5,1,2,18,14,1,1,0,0,14,15,,,11,3,0,2,0,2,,,,,,,6,7,2,3,2,3,489,408,400,315,27,27,6,4,0,9,,,44,55,23,19,8,13,10,14,,
37,Stade Rennais,OGC Nice,1,2,45,55,11,11,3,7,6,2,2,2,8,6,3,0,13,13,2,3,0,0,12,13,,,4,8,0,2,,,,,,,,,7,8,4,3,4,3,353,445,298,390,28,24,7,2,8,11,,,46,49,9,11,18,15,6,8,,
19,Stade Rennais,Paris Saint-Germain,2,1,38,62,10,9,3,2,4,7,3,0,4,7,3,2,15,19,1,5,0,0,19,15,,,11,3,2,1,1,0,1,1,,,,,7,6,3,3,1,1,383,593,324,528,27,17,2,5,5,16,,,43,59,6,13,14,16,7,5,,
10,Olympique Lyonnais,Angers,6,0,67,33,11,10,9,3,2,3,0,4,2,5,0,2,7,14,1,2,0,0,12,6,,,6,4,2,0,,,,,,,,,9,3,2,7,3,3,755,359,689,288,31,21,0,1,13,6,,,52,30,8,6,19,12,11,16,,
46,Stade Brestois 29,Stade Rennais,0,0,49,51,10,9,2,2,7,5,1,2,2,4,2,2,10,12,2,2,0,0,12,10,,,7,13,,,,,,,1,1,,,5,5,5,4,2,2,429,429,337,355,37,27,3,7,10,1,,,51,38,13,12,18,15,13,9,,
43,Bordeaux,Metz,2,0,45,55,15,15,6,3,7,6,2,6,4,6,1,1,18,15,2,2,0,0,14,17,,,5,7,3,1,2,1,1,0,1,0,,,7,10,8,5,3,4,431,520,366,438,28,24,3,7,10,22,,,77,78,27,14,28,25,7,6,,
45,Montpellier,OGC Nice,2,1,41,59,17,13,8,5,9,6,0,2,8,1,4,0,17,11,2,2,0,0,10,17,,,9,11,3,2,2,2,1,0,,,,,9,2,8,11,3,6,375,555,295,496,32,33,5,1,6,16,,,55,59,12,12,27,15,4,10,,
8,Strasbourg,Metz,1,1,59,41,13,7,2,3,9,4,2,0,3,4,2,2,6,12,0,1,0,0,11,6,,,4,10,4,0,3,0,0,1,,,,,7,5,6,2,2,2,610,416,521,329,31,29,8,2,14,4,,,57,44,19,12,13,22,9,8,,
60,Dijon,Olympique de Marseille,0,0,45,55,18,9,6,2,7,6,5,1,8,3,0,1,9,14,3,3,0,0,11,8,,,8,6,3,1,3,1,1,0,0,1,,,10,7,8,2,2,6,399,494,304,407,32,33,4,3,14,10,,,60,66,19,28,16,21,17,15,,
30,Metz,Paris Saint-Germain,0,2,31,69,7,10,2,4,3,3,2,3,4,7,2,3,11,13,1,0,0,0,12,9,,,5,6,0,4,0,2,0,1,1,0,,,2,8,5,2,2,2,309,680,230,612,24,30,3,5,17,17,,,61,53,8,10,24,17,8,19,,
38,Strasbourg,AS Monaco,2,2,59,41,14,16,5,6,7,7,2,3,6,4,2,2,14,17,4,3,0,0,15,14,,,8,9,1,6,0,4,0,1,,,,,7,12,7,4,4,3,486,352,400,251,46,13,5,3,12,10,,,75,62,32,16,17,22,9,12,,
5,OGC Nice,Amiens,2,1,68,32,17,8,6,2,8,3,3,3,7,3,0,4,10,8,3,4,0,1,8,10,,,4,11,1,1,,,,,,,,,11,7,6,1,1,3,618,274,551,211,30,24,6,4,12,6,,,40,42,10,21,11,8,9,11,,
64,Montpellier,Nîmes Olympique,1,0,55,45,12,15,4,3,5,5,3,7,4,8,0,2,14,19,3,4,0,0,19,14,,,8,8,0,1,0,1,,,,,,,5,6,7,9,3,2,416,324,315,226,43,34,4,5,7,6,,,61,69,22,35,14,17,7,22,,
72,Angers,Amiens,1,1,59,41,23,8,6,4,13,3,4,1,10,2,0,1,10,13,1,0,0,0,10,10,,,6,17,0,2,0,1,,,0,1,,,13,5,10,3,3,5,565,397,443,290,39,31,8,1,17,5,,,77,46,35,17,16,15,7,16,,
68,Toulouse,Angers,0,2,57,43,6,22,1,6,4,12,1,4,5,11,0,1,15,12,1,0,0,0,12,13,,,12,7,0,1,,,,,1,3,,,4,10,2,12,4,1,507,377,418,291,23,27,3,5,11,5,,,56,53,19,24,15,13,11,12,,
83,Montpellier,AS Monaco,3,1,38,62,17,14,10,4,2,8,5,2,6,8,4,2,18,11,1,2,0,1,11,16,,,11,1,4,2,1,2,,,3,0,,,14,12,3,2,3,7,320,518,241,434,35,17,6,9,8,8,,,54,52,24,19,12,9,11,2,,
66,Saint-Étienne,Metz,0,1,52,48,15,13,3,2,10,8,2,3,8,5,1,1,12,12,4,2,0,0,11,12,,,8,13,1,0,1,0,,,0,1,,,11,7,4,6,1,3,423,403,336,313,29,24,7,4,12,15,,,65,79,23,34,19,19,19,17,,
70,Olympique Lyonnais,FC Nantes,0,1,62,38,14,11,7,2,6,2,1,7,7,8,2,2,10,10,2,2,0,0,10,9,,,4,8,2,0,2,0,,,1,1,,,9,4,5,7,2,7,589,346,511,262,15,16,3,3,12,8,,,61,44,19,9,20,18,10,12,,
75,OGC Nice,Lille OSC,1,1,59,41,12,11,5,6,5,4,2,1,6,5,0,2,8,14,2,2,0,0,12,7,,,6,9,2,2,1,2,1,0,2,3,,,6,5,6,6,6,4,586,411,535,351,22,21,4,1,11,15,,,44,54,2,5,19,27,7,10,,
69,Paris Saint-Germain,Stade de Reims,0,2,72,28,12,13,3,3,3,9,6,1,6,6,4,1,10,11,1,2,0,0,10,9,,,8,12,0,2,0,1,0,1,,,,,6,9,6,4,1,3,740,276,672,201,24,33,5,6,16,11,,,58,45,12,9,20,17,7,12,,
71,Bordeaux,Paris Saint-Germain,0,1,35,65,4,21,1,7,3,11,0,3,0,9,0,2,10,13,0,3,0,0,13,9,,,15,7,0,6,0,5,0,1,,,,,1,18,3,3,6,1,382,673,290,582,28,39,0,5,9,17,,,48,53,7,9,19,18,15,12,,
74,Metz,Toulouse,2,2,47,53,13,15,3,7,7,4,3,4,3,6,,,10,17,1,1,0,0,15,10,,,6,9,1,2,,,1,0,1,0,,,8,11,5,4,5,1,395,433,301,340,27,26,1,6,10,5,,,66,47,20,15,23,17,11,5,,
65,FC Nantes,Stade Rennais,1,0,44,56,9,6,2,2,2,1,5,3,2,4,1,2,17,17,2,4,0,0,15,16,,,5,3,2,1,1,1,,,1,0,,,7,5,2,1,2,1,347,451,270,371,16,35,5,2,7,7,,,68,62,24,19,23,19,6,8,,
87,Lille OSC,Nîmes Olympique,2,2,65,35,18,14,7,4,8,5,3,5,8,6,1,2,19,10,3,1,0,0,9,17,,,12,10,6,2,4,0,0,1,1,0,,,13,10,5,4,2,5,505,264,406,174,35,22,6,7,5,11,,,54,63,27,26,13,14,3,8,,
100,FC Nantes,AS Monaco,0,1,58,42,15,7,4,2,8,4,3,1,5,3,4,2,9,13,2,2,0,0,13,9,,,5,11,2,1,2,1,1,0,,,,,11,6,4,1,1,4,568,398,477,313,27,29,6,2,17,6,,,62,59,17,14,16,30,6,11,,
67,Stade Brestois 29,Olympique Lyonnais,2,2,43,57,14,11,5,5,6,4,3,2,2,6,4,0,9,10,,,0,0,9,8,,,5,9,0,2,,,0,1,,,,,6,8,8,3,3,3,459,606,376,515,23,35,6,4,2,16,,,38,47,12,6,16,17,13,11,,
89,Saint-Étienne,Olympique Lyonnais,1,0,46,54,7,6,4,2,2,3,1,1,5,1,2,3,13,18,1,2,0,0,18,13,,,10,6,2,1,1,1,1,0,,,,,5,3,2,3,2,3,424,510,331,419,25,29,3,1,12,13,,,64,67,15,22,20,19,9,11,,
99,Olympique de Marseille,Strasbourg,2,0,50,50,11,10,6,2,4,6,1,2,5,7,1,3,13,15,3,2,0,0,13,13,,,8,3,2,0,1,0,2,0,,,,,6,7,5,3,2,4,476,463,396,393,24,41,2,3,6,10,,,56,54,16,12,21,19,11,16,,
91,Olympique Lyonnais,Dijon,0,0,64,36,24,6,10,1,9,2,5,3,8,1,,,12,11,,,0,0,10,10,,,4,16,3,0,3,0,,,,,,,15,3,9,3,1,10,617,347,535,261,38,25,10,1,15,7,,,63,47,23,18,15,14,15,6,,
79,Olympique de Marseille,Stade Rennais,1,1,55,45,17,11,5,3,7,4,5,4,7,4,0,1,18,13,4,0,0,0,13,17,,,7,9,0,1,0,1,,,2,1,,,7,7,10,4,2,4,488,401,406,317,31,27,2,4,11,12,,,63,64,17,18,23,17,12,9,,
73,AS Monaco,Stade Brestois 29,4,1,55,45,22,5,14,1,5,4,3,0,7,1,3,3,7,15,1,2,0,0,15,7,,,6,5,5,1,1,1,,,2,0,,,16,3,6,2,0,10,534,447,460,362,41,23,8,1,10,9,,,61,43,13,8,23,19,10,9,,
96,Toulouse,Lille OSC,2,1,40,60,17,9,6,2,9,5,2,2,3,4,0,1,15,11,2,4,0,0,9,13,,,9,7,3,1,1,0,3,0,2,0,,,12,5,5,4,1,4,316,464,229,386,25,26,5,7,9,5,,,61,47,24,20,19,10,7,7,,
80,Amiens,Olympique de Marseille,3,1,32,68,11,13,5,4,4,3,2,6,3,7,2,1,16,15,1,3,0,0,12,15,,,8,4,5,0,2,0,,,5,0,,,8,3,3,10,3,2,268,565,189,486,20,32,5,3,10,18,,,61,80,20,24,21,24,7,10,,
97,Bordeaux,Saint-Étienne,0,1,63,37,12,6,6,3,6,2,0,1,8,5,3,1,7,18,0,3,0,0,18,7,,,5,5,1,1,1,0,,,,,,,7,1,5,5,2,7,599,348,500,245,29,33,4,1,2,13,,,69,66,28,26,21,21,16,12,,
78,Nîmes Olympique,Saint-Étienne,0,1,65,35,23,6,8,4,10,2,5,0,13,5,0,1,12,15,1,4,0,1,14,11,,,3,10,4,1,4,1,1,0,1,1,,,11,3,12,3,3,8,467,256,372,167,38,27,12,1,11,5,,,74,59,30,33,21,12,11,19,,
84,FC Nantes,OGC Nice,1,0,45,55,14,6,5,2,6,1,3,3,6,1,2,4,14,7,1,2,0,0,7,12,,,2,11,2,0,1,0,,,,,,,8,4,6,2,2,4,481,605,407,525,22,24,3,1,16,12,,,58,61,9,13,26,24,14,16,,
86,Toulouse,Bordeaux,1,3,32,68,15,10,4,4,8,2,3,4,5,4,0,1,16,16,4,2,0,0,16,16,,,5,14,1,2,1,1,1,1,1,0,,,7,3,8,7,1,3,268,604,186,511,20,46,10,1,16,8,,,74,61,23,22,21,16,13,9,,
94,Nîmes Olympique,Amiens,1,1,37,63,11,12,3,5,6,2,2,5,1,11,0,1,11,15,2,4,0,0,12,10,,,5,9,0,1,0,1,0,1,1,0,,,3,8,8,4,4,2,288,489,172,373,26,24,1,4,8,14,,,58,62,14,28,26,11,19,12,,
77,Strasbourg,Montpellier,1,0,46,54,8,11,3,3,3,7,2,1,1,6,1,2,18,13,4,2,0,0,13,17,,,12,7,0,1,0,1,,,1,0,,,3,7,5,4,3,2,382,438,277,327,31,32,6,4,9,10,,,52,69,24,24,7,19,12,11,,
81,Paris Saint-Germain,Angers,4,0,72,28,15,10,8,2,5,7,2,1,6,1,1,0,12,11,3,1,0,0,11,11,,,10,5,6,1,3,1,,,1,0,,,12,3,3,7,2,4,885,322,826,256,23,24,2,0,22,8,,,65,45,9,4,24,23,12,6,,
95,Stade de Reims,Montpellier,1,0,42,58,12,9,5,0,3,6,4,3,4,8,4,0,19,11,2,0,0,0,11,19,,,14,9,1,0,1,0,,,5,0,,,7,6,5,3,0,4,364,486,277,384,35,31,1,6,13,7,,,56,69,19,31,13,14,11,10,,
90,OGC Nice,Paris Saint-Germain,1,4,39,61,10,23,2,10,4,13,4,0,1,13,1,2,12,15,3,2,2,0,15,11,,,13,6,1,5,0,3,0,1,0,2,,,7,18,3,5,6,1,357,556,295,494,17,36,1,6,12,16,,,44,47,6,4,11,16,8,15,,
103,Olympique Lyonnais,Metz,2,0,66,34,18,16,7,3,4,11,7,2,7,2,,,12,9,1,2,0,0,9,11,,,9,6,3,1,2,1,0,1,,,,,9,5,9,11,3,5,662,346,596,284,26,12,2,0,13,8,,,51,46,15,7,14,20,13,10,,
76,Stade de Reims,Dijon,1,2,56,44,18,11,2,4,13,7,3,0,5,4,1,0,8,21,1,2,0,0,18,7,,,8,10,1,4,1,3,,,0,2,,,11,8,7,3,1,1,470,376,383,276,25,34,7,2,15,3,,,71,51,22,26,18,16,13,10,,
106,Stade de Reims,Nîmes Olympique,0,0,56,44,12,8,1,1,9,7,2,0,4,6,2,3,15,13,3,1,0,0,12,13,,,7,13,0,1,0,1,,,,,,,7,6,5,2,1,1,484,367,386,268,29,22,4,7,22,8,,,65,66,23,28,10,19,7,6,,
111,Olympique de Marseille,Lille OSC,2,1,43,57,11,6,1,2,6,3,4,1,4,4,3,4,13,15,1,3,0,0,14,12,,,6,4,0,2,0,1,,,1,0,,,10,5,1,1,1,0,356,460,254,357,26,20,3,4,4,7,,,65,46,27,20,20,7,15,7,,
98,AS Monaco,Stade Rennais,3,2,63,37,14,10,5,3,5,6,4,1,3,3,2,2,15,15,2,3,0,0,15,14,,,5,6,2,1,,,,,,,,,8,9,6,1,1,2,607,345,525,275,28,24,6,5,11,4,,,55,45,16,13,14,18,8,19,,
110,Dijon,Paris Saint-Germain,2,1,33,67,10,20,6,4,1,8,3,8,3,6,0,1,12,9,3,2,0,0,9,12,,,16,5,1,6,0,5,0,2,,,,,7,14,3,6,3,4,302,599,229,540,30,29,4,7,6,13,,,46,63,14,14,19,24,6,10,,
82,Dijon,Strasbourg,1,0,43,57,8,15,3,2,3,5,2,8,6,7,2,1,7,14,3,3,0,0,11,7,,,7,10,3,0,2,0,,,,,,,6,7,2,8,2,2,420,546,333,466,34,36,1,4,7,3,,,43,39,13,13,14,16,10,11,,
93,Metz,FC Nantes,1,0,47,53,10,9,2,2,5,6,3,1,3,3,2,1,16,13,2,1,0,1,13,16,,,10,4,1,1,0,1,1,0,,,,,4,4,6,5,2,1,451,501,362,409,29,20,7,4,5,8,,,53,58,17,17,18,17,9,4,,
109,Paris Saint-Germain,Olympique de Marseille,4,0,61,39,13,11,8,2,4,5,1,4,5,3,4,2,11,10,2,1,0,0,9,11,,,8,6,6,0,3,0,,,,,,,9,6,4,5,2,4,655,398,597,341,28,20,3,3,12,15,,,40,62,7,13,12,23,7,7,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Nîmes Olympique,Stade Rennais,0,1,55,45,6,8,1,2,4,6,1,0,3,2,0,2,23,20,1,3,0,0,18,23,,,8,8,0,1,,,,,,,,,4,4,2,4,1,1,374,317,243,194,23,24,5,2,9,15,,,75,92,26,29,25,25,12,11,,
117,Bordeaux,FC Nantes,2,0,45,55,10,9,7,2,2,3,1,4,6,9,2,1,18,17,4,3,0,0,16,18,,,8,5,1,2,0,2,0,1,2,0,,,3,6,7,3,2,5,411,483,309,381,24,28,2,5,7,4,,,64,52,24,15,20,16,12,9,,
92,Angers,Stade Brestois 29,0,1,55,45,29,6,6,1,11,2,12,3,13,3,0,1,10,11,1,0,0,0,9,9,,,7,13,1,0,1,0,,,,,,,18,4,11,2,0,7,505,426,424,339,33,20,16,2,8,7,,,57,57,27,17,13,24,12,6,,
85,Stade Brestois 29,Metz,2,0,33,67,7,12,3,4,3,4,1,4,2,9,1,0,12,15,2,1,0,0,15,12,,,5,5,2,0,1,0,0,1,,,,,5,3,2,9,4,1,307,594,222,499,27,21,3,3,6,9,,,61,53,19,16,21,16,16,6,,
125,Strasbourg,Nîmes Olympique,4,1,61,39,20,10,10,4,9,5,1,1,2,2,1,0,13,9,2,2,0,1,9,13,,,5,11,6,0,3,0,1,1,3,0,,,15,6,5,4,4,6,438,280,348,193,43,18,11,3,12,12,,,69,53,27,19,21,10,10,10,,
105,Stade Brestois 29,Dijon,2,0,46,54,15,14,7,5,4,7,4,2,9,5,1,2,10,8,,,1,0,8,9,,,10,8,3,1,2,1,1,0,,,,,9,8,6,6,5,5,428,483,332,397,29,38,3,3,8,6,,,47,52,13,18,18,19,15,12,,
113,Angers,Strasbourg,1,0,35,65,11,8,6,3,3,4,2,1,4,8,1,1,13,20,1,1,0,0,17,13,,,8,5,1,3,0,3,,,,,,,4,7,7,1,3,5,305,556,214,477,23,39,3,6,7,11,,,50,62,16,21,10,21,8,10,,
101,Lille OSC,Bordeaux,3,0,44,56,11,5,3,1,6,1,2,3,3,3,3,2,17,18,0,2,0,0,17,16,,,3,9,2,0,,,,,1,0,,,8,2,3,3,1,0,380,488,272,378,26,15,3,1,13,9,,,61,65,15,18,18,23,16,8,,
88,Stade Rennais,Stade de Reims,0,1,63,37,18,13,3,7,9,6,6,0,5,3,1,1,13,20,1,3,0,0,18,12,,,8,11,0,4,0,3,2,0,0,1,,,9,8,9,5,6,3,513,300,424,207,37,15,8,6,5,13,,,64,59,21,13,21,21,10,15,,
104,Strasbourg,OGC Nice,1,0,51,49,20,9,6,5,10,2,4,2,4,7,1,1,22,12,1,3,0,1,12,21,,,6,11,3,1,2,1,,,0,1,,,12,8,8,1,5,5,423,396,346,329,49,28,8,4,7,12,,,60,68,18,17,23,19,15,18,,
116,Toulouse,Olympique Lyonnais,2,3,34,66,12,21,5,8,4,10,3,3,5,5,3,2,10,4,3,0,0,0,4,10,,,14,6,2,2,1,1,2,0,1,1,,,8,13,4,8,5,4,322,633,253,561,27,23,8,6,8,16,,,56,71,20,24,24,21,9,9,,
102,Montpellier,Angers,0,0,60,40,14,13,3,6,7,4,4,3,5,2,2,0,14,12,2,3,0,0,12,13,,,6,9,1,2,1,2,1,0,,,,,10,5,4,8,6,3,567,383,485,296,48,26,10,5,10,13,,,68,65,27,21,19,20,8,11,,
122,Stade Brestois 29,Paris Saint-Germain,1,2,40,60,17,18,4,8,10,9,3,1,5,4,2,1,10,13,1,2,0,0,13,10,,,15,10,2,4,1,2,,,1,0,,,11,14,6,4,6,3,391,603,323,537,36,22,5,6,6,13,,,49,48,7,8,23,17,14,9,,
108,Saint-Étienne,Amiens,2,2,44,56,16,11,2,5,8,2,6,4,5,4,2,1,17,17,2,3,0,0,17,15,,,4,11,1,3,1,1,1,0,1,1,,,8,7,8,4,3,1,399,506,311,407,43,20,5,3,12,9,,,79,54,32,17,20,13,12,8,,
121,OGC Nice,Bordeaux,1,1,39,61,10,10,5,4,3,5,2,1,3,4,0,1,13,16,2,2,0,0,15,13,,,10,7,3,3,2,2,,,0,1,,,7,5,3,5,3,4,386,585,328,522,16,39,1,6,19,14,,,66,51,11,7,22,17,16,9,,
126,Stade de Reims,Angers,0,0,52,48,9,13,2,2,6,6,1,5,2,12,1,1,14,11,1,3,0,1,9,13,,,6,10,0,1,0,1,,,0,1,,,6,8,3,5,2,2,450,390,365,311,36,21,5,7,4,11,,,53,41,20,13,20,6,5,10,,
112,Amiens,Stade Brestois 29,1,0,44,56,6,15,2,4,4,4,0,7,3,9,0,2,12,11,3,1,0,0,9,12,,,7,7,2,1,1,1,,,,,,,5,9,1,6,3,1,406,490,302,402,27,38,1,7,8,14,,,48,70,18,25,14,20,10,15,,
123,AS Monaco,Dijon,1,0,53,47,18,15,7,3,7,9,4,3,6,9,3,2,11,8,2,0,0,0,7,11,,,8,12,2,1,2,1,0,1,2,0,,,16,11,2,4,3,6,497,426,428,350,39,32,6,4,13,13,,,55,55,19,13,17,18,13,9,,
107,Stade Rennais,Toulouse,3,2,52,48,14,15,6,5,5,6,3,4,7,5,3,0,18,20,1,2,0,0,18,17,,,6,8,3,2,2,1,0,1,0,1,,,8,6,6,9,3,2,343,310,248,213,29,25,6,2,10,8,,,77,72,32,26,17,22,6,15,,
114,Metz,Montpellier,2,2,48,52,11,12,4,4,4,6,3,2,5,3,1,0,12,19,1,2,0,0,18,11,,,6,5,2,1,1,0,,,2,0,,,5,7,6,5,2,2,388,410,296,315,18,45,2,6,23,7,,,81,61,17,30,23,13,12,10,,
119,Saint-Étienne,AS Monaco,1,0,42,58,12,11,5,2,5,8,2,1,2,1,2,3,13,10,1,3,0,1,10,13,,,13,6,3,2,2,2,,,2,1,,,7,6,5,5,3,4,399,540,307,438,37,17,3,2,13,10,,,57,57,20,21,15,15,23,8,,
