number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
124,Lille OSC,Metz,0,0,69,31,13,4,5,1,5,3,3,0,9,1,0,2,16,13,2,2,0,0,12,15,,,3,10,2,0,2,0,,,,,,,11,1,2,3,1,6,586,262,478,156,24,18,7,2,12,9,,,59,70,24,25,12,22,8,13,,
127,Stade Rennais,Amiens,3,1,45,55,22,13,11,6,7,4,4,3,5,3,,,12,17,3,4,0,0,16,10,,,6,10,4,1,1,1,1,0,3,0,,,14,4,8,9,4,7,369,449,286,362,35,25,6,2,9,11,,,74,48,23,15,27,13,12,6,,
118,OGC Nice,Stade de Reims,2,0,60,40,12,12,6,3,4,3,2,6,5,4,,,11,17,1,3,0,1,13,10,,,4,10,0,1,0,1,,,1,1,,,5,6,7,6,3,4,616,399,546,320,20,26,4,2,12,8,,,54,43,12,9,17,17,11,13,,
129,FC Nantes,Saint-Étienne,2,3,61,39,9,11,6,4,1,5,2,2,3,3,4,1,6,9,1,0,0,0,9,5,,,7,6,1,3,0,1,1,0,0,2,,,6,6,3,5,1,5,561,362,449,263,41,27,4,4,18,6,,,72,48,27,19,18,18,12,14,,
134,Angers,Nîmes Olympique,1,0,42,58,21,10,7,2,9,6,5,2,3,2,1,4,12,6,2,1,0,0,6,12,,,6,10,1,0,1,0,1,0,0,1,,,10,5,11,5,2,6,437,603,337,496,25,29,9,3,10,9,,,65,69,30,23,19,26,9,14,,
131,Paris Saint-Germain,Lille OSC,2,0,58,42,11,13,4,8,4,4,3,1,6,5,1,3,13,11,2,0,0,0,11,13,,,7,4,5,1,3,1,1,0,1,0,,,9,8,2,5,8,2,684,481,613,406,30,11,3,3,21,15,,,56,58,7,7,17,23,9,12,,
128,Montpellier,Toulouse,3,0,44,56,8,6,3,2,5,2,0,2,1,3,3,1,19,17,2,2,0,0,15,18,,,7,5,1,0,,,,,,,,,2,3,6,3,2,0,365,464,256,344,35,36,3,3,15,9,,,77,78,30,26,17,25,10,13,,
151,AS Monaco,Paris Saint-Germain,1,4,42,58,13,17,4,12,4,4,5,1,3,5,1,5,9,14,2,2,0,0,13,8,,,9,6,1,6,0,3,,,0,6,,,6,13,7,4,8,3,405,575,328,513,18,26,3,2,7,19,,,47,39,9,4,19,8,10,9,,
136,Metz,Stade de Reims,1,1,48,52,8,17,2,6,6,6,0,5,6,5,2,1,14,13,2,2,0,1,13,13,,,8,3,1,1,,,,,,,,,5,11,3,6,5,1,404,428,328,339,24,34,6,10,9,15,,,49,65,18,18,11,21,9,7,,
138,Bordeaux,AS Monaco,2,1,50,50,17,11,6,3,6,4,5,4,5,12,0,3,16,20,3,5,0,1,18,12,,,10,7,1,3,0,2,1,0,,,,,7,9,10,2,2,4,453,418,385,339,26,18,2,6,14,6,,,63,52,16,17,16,17,9,8,,
141,Olympique de Marseille,Stade Brestois 29,2,1,59,41,35,4,10,1,21,2,4,1,8,0,0,1,11,14,0,2,0,0,12,9,,,3,21,7,1,6,1,3,1,,,,,25,4,10,0,0,8,534,369,468,279,31,14,11,6,15,4,,,65,39,20,9,19,17,16,11,,
137,Stade Brestois 29,FC Nantes,1,1,63,37,13,11,4,4,7,5,2,2,6,5,0,2,8,11,2,1,0,0,10,7,,,8,9,1,2,1,2,1,1,1,0,,,5,8,8,3,3,3,552,315,450,216,41,23,3,4,4,11,,,59,50,21,21,25,12,19,20,,
133,Amiens,Strasbourg,0,4,54,46,5,17,0,9,4,6,1,2,3,7,2,1,7,8,2,1,1,0,8,7,,,10,7,0,4,0,2,0,1,0,1,,,3,10,2,7,5,0,539,450,475,379,24,40,1,4,9,9,,,39,55,12,17,10,22,16,11,,
139,Saint-Étienne,Montpellier,0,0,51,49,9,8,2,2,5,5,2,1,1,5,1,5,18,19,3,3,0,0,18,16,,,9,4,0,3,0,3,1,0,2,0,,,6,6,3,2,2,2,424,385,326,271,16,38,1,7,12,8,,,67,64,22,23,16,19,14,15,,
149,Stade Rennais,Saint-Étienne,2,1,54,46,14,5,5,1,7,3,2,1,6,1,2,0,15,11,1,3,0,0,11,13,,,3,12,3,1,1,0,,,2,1,,,8,3,6,2,0,3,477,417,383,307,25,26,6,2,15,11,,,63,62,19,19,19,19,12,18,,
145,OGC Nice,Angers,3,1,53,47,10,10,7,4,3,3,0,3,0,7,0,1,10,13,2,1,0,0,12,9,,,6,9,2,1,1,1,,,0,1,,,7,6,3,4,3,4,549,458,483,384,20,32,0,4,11,18,,,62,56,18,14,22,16,10,7,,
132,Olympique Lyonnais,OGC Nice,2,1,33,67,9,17,4,7,4,3,1,7,3,6,0,2,13,13,2,4,1,1,12,12,,,8,8,1,6,0,5,,,,,,,5,10,4,7,6,2,320,615,246,541,23,27,3,8,9,12,,,50,54,12,15,17,18,21,9,,
155,Olympique Lyonnais,Lille OSC,0,1,61,39,11,8,3,2,6,4,2,2,9,1,1,3,13,9,1,2,0,0,9,13,,,5,12,1,2,1,1,,,,,,,8,6,3,2,1,3,533,339,425,228,28,18,6,2,15,7,,,68,59,24,25,21,17,12,19,,
130,Olympique de Marseille,Olympique Lyonnais,2,1,41,59,10,11,4,4,2,5,4,2,6,7,0,2,14,9,3,0,1,0,6,14,,,4,7,1,1,,,,,,,,,5,8,5,3,3,2,321,442,242,359,20,22,3,5,7,24,,,48,76,15,20,20,18,13,8,,
147,Stade de Reims,Bordeaux,1,1,49,51,21,5,7,1,10,4,4,0,15,2,1,0,14,14,2,1,1,0,12,14,,,5,14,1,0,,,,,,,,,12,4,9,1,0,7,404,453,324,364,19,29,8,3,18,4,,,71,56,19,20,22,20,11,12,,
165,Montpellier,Paris Saint-Germain,1,3,32,68,6,15,1,6,3,6,2,3,4,4,3,0,17,18,5,3,1,0,16,16,,,10,7,0,1,0,1,0,1,,,,,5,6,1,9,3,1,212,471,146,408,30,27,4,4,3,16,,,49,54,11,7,20,15,15,3,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Dijon,Stade Rennais,2,1,55,45,15,11,6,3,5,6,4,2,4,4,2,0,18,15,1,2,0,0,14,18,,,7,6,2,2,1,1,2,0,,,,,8,5,7,6,2,4,519,415,428,323,34,33,4,6,15,6,,,60,59,17,25,18,12,13,14,,
140,Toulouse,Olympique de Marseille,0,2,27,73,10,14,3,7,3,5,4,2,1,7,2,0,16,13,3,3,1,0,10,14,,,7,5,1,2,1,1,,,,,,,5,9,5,5,5,3,255,667,174,584,22,26,4,7,9,8,,,57,61,18,23,20,19,18,12,,
142,Strasbourg,Olympique Lyonnais,1,2,50,50,9,8,2,4,4,4,3,0,3,1,2,0,12,11,3,1,0,0,10,12,,,6,11,0,2,0,1,,,2,0,,,6,6,3,2,2,1,406,409,309,321,34,33,6,4,5,11,,,51,56,15,17,22,18,12,9,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Lille OSC,Dijon,1,0,50,50,19,8,5,0,8,6,6,2,11,3,4,3,16,16,2,1,0,0,13,15,,,9,10,1,2,0,2,0,1,,,,,10,5,9,3,0,4,423,428,320,309,13,27,8,4,14,15,,,64,84,21,30,17,24,13,14,,
161,Paris Saint-Germain,FC Nantes,2,0,62,38,10,11,6,4,3,5,1,2,5,9,0,1,11,14,1,2,0,0,14,9,,,7,10,4,0,2,0,0,1,0,1,,,8,4,2,7,4,4,703,401,622,324,21,19,2,2,21,12,,,61,59,6,4,20,33,13,17,,
158,Metz,Stade Rennais,0,1,55,45,20,12,4,2,7,4,9,6,8,8,,,13,8,2,0,0,0,8,12,,,4,5,0,1,,,,,,,,,10,4,10,8,1,4,478,397,399,307,33,25,7,5,13,10,,,56,66,25,24,11,21,17,10,,
175,Amiens,Dijon,1,1,53,47,6,10,2,4,4,4,0,2,5,3,0,2,15,8,1,3,0,0,7,15,,,3,6,0,1,0,1,1,0,,,,,3,3,3,7,3,1,491,437,409,361,26,34,4,2,15,10,,,59,66,15,23,23,18,11,12,,
146,Nîmes Olympique,Metz,1,1,56,44,14,10,3,4,9,2,2,4,6,2,0,5,12,19,1,6,0,0,18,12,,,4,9,0,1,0,1,,,0,1,,,5,4,9,6,3,2,439,360,323,259,28,16,4,4,10,16,,,78,77,30,24,21,25,15,15,,
152,Angers,Olympique de Marseille,0,2,62,38,9,10,2,4,5,5,2,1,3,1,,,11,11,1,1,0,0,11,10,,,7,10,1,3,1,1,,,0,4,,,5,6,4,4,2,2,619,397,510,293,38,23,5,2,14,9,,,54,64,17,18,14,27,9,19,,
159,Saint-Étienne,OGC Nice,4,1,47,53,15,16,7,4,5,7,3,5,8,5,2,0,15,11,2,3,0,0,10,14,,,13,7,5,2,2,1,,,,,,,11,7,4,9,3,3,453,510,388,442,24,18,5,0,13,8,,,54,43,12,11,21,11,15,15,,
160,Toulouse,AS Monaco,1,2,43,57,14,18,3,7,9,4,2,7,2,6,1,4,18,10,0,1,0,0,10,16,,,9,7,2,6,1,4,0,1,1,2,,,7,14,7,4,5,2,410,533,328,455,17,28,5,3,10,19,,,57,65,17,14,20,17,17,8,,
176,Angers,AS Monaco,0,0,33,67,10,7,5,2,5,5,0,0,7,6,2,0,16,15,4,3,0,0,14,15,,,8,4,1,0,1,0,,,3,0,,,8,3,2,4,2,5,354,701,276,612,24,29,4,5,7,17,,,43,53,13,10,12,11,16,6,,
157,Dijon,Montpellier,2,2,46,54,18,18,3,6,10,7,5,5,12,6,1,0,15,20,3,3,0,0,20,14,,,10,12,1,1,1,1,,,,,,,15,10,3,8,4,2,344,427,258,326,32,42,11,4,12,6,,,67,68,24,28,13,21,12,18,,
171,FC Nantes,Dijon,1,0,52,48,17,5,7,1,8,4,2,0,9,1,1,3,12,14,1,2,0,0,14,11,,,4,13,2,1,2,1,1,0,,,,,8,5,9,0,1,6,487,454,404,357,23,29,7,4,20,15,,,70,73,20,21,18,26,9,13,,
166,AS Monaco,Amiens,3,0,68,32,20,5,8,2,4,3,8,0,8,1,2,1,10,8,,,0,0,8,9,,,4,6,4,1,2,1,,,,,,,14,3,6,2,2,5,720,333,619,239,26,16,4,1,6,6,,,51,39,20,11,17,15,20,16,,
164,Nîmes Olympique,Olympique Lyonnais,0,4,21,79,6,22,2,8,3,8,1,6,1,5,1,4,10,15,2,2,2,0,15,10,,,12,3,1,4,1,3,0,1,1,1,,,1,12,5,10,5,2,182,668,109,607,16,30,0,5,3,17,,,46,50,12,11,16,13,13,9,,
153,Bordeaux,Nîmes Olympique,6,0,72,28,12,7,8,1,1,4,3,2,0,6,3,1,14,13,2,1,0,0,13,12,,,5,4,4,0,1,0,,,2,0,,,8,3,4,4,1,2,782,281,713,209,27,23,1,4,14,6,,,55,48,17,19,12,11,10,11,,
162,Amiens,Stade de Reims,1,1,39,61,6,6,3,1,2,2,1,3,2,1,0,2,26,16,1,3,0,0,14,26,,,4,4,2,0,1,0,1,1,0,2,,,3,3,3,3,0,2,345,545,242,444,23,32,3,4,1,14,,,53,73,17,16,23,19,12,10,,
173,Lille OSC,Montpellier,2,1,48,52,14,10,9,4,4,6,1,0,4,5,4,2,13,15,3,1,0,0,14,10,,,10,7,2,2,1,1,,,,,,,5,8,9,2,3,7,370,381,278,283,25,35,2,5,23,11,,,80,58,31,18,15,20,9,14,,
154,Stade Brestois 29,Strasbourg,5,0,49,51,11,9,8,3,2,5,1,1,3,7,,,9,11,2,1,0,0,10,8,,,8,5,3,1,0,1,,,1,0,,,8,7,3,2,3,3,424,423,331,337,32,35,1,5,4,10,,,34,46,9,15,13,13,16,15,,
179,Toulouse,Stade de Reims,0,1,52,48,9,11,5,4,2,3,2,4,4,8,0,3,17,14,0,2,0,0,14,15,,,12,11,1,3,1,2,,,0,2,,,2,7,7,4,3,4,428,405,320,301,25,42,1,1,12,5,,,56,58,17,23,14,18,5,18,,
163,Lille OSC,Stade Brestois 29,1,0,55,45,16,6,10,0,5,3,1,3,7,3,2,1,10,9,0,1,0,0,7,10,,,6,8,3,0,2,0,,,1,0,,,14,3,2,3,0,9,553,457,466,371,35,35,10,3,21,6,,,63,34,18,9,17,9,6,13,,
144,Montpellier,Amiens,4,2,50,50,20,6,10,2,7,3,3,1,4,2,2,1,13,15,1,2,0,1,15,13,,,5,12,1,2,,,0,1,,,,,9,4,11,2,0,6,485,495,386,379,39,40,7,3,2,4,,,65,47,38,20,12,12,10,8,,
188,Olympique de Marseille,Nîmes Olympique,3,1,57,43,19,12,9,5,7,7,3,0,7,4,3,1,12,8,3,2,0,0,8,11,,,12,9,3,3,2,2,,,3,0,,,12,6,7,6,4,7,488,354,417,287,21,18,7,5,10,8,,,49,54,17,11,14,25,6,9,,
178,Stade Brestois 29,OGC Nice,0,0,61,39,16,15,4,7,9,6,3,2,5,6,3,0,13,11,3,2,0,0,11,12,,,11,11,4,2,4,2,2,0,1,0,,,8,7,8,8,7,4,565,360,469,279,37,23,6,1,6,13,,,49,40,13,4,19,11,20,18,,
172,Olympique de Marseille,Bordeaux,3,1,49,51,25,3,6,2,11,1,8,0,7,0,2,2,10,9,2,1,0,0,8,10,,,3,12,3,0,1,0,,,3,0,,,12,1,13,2,1,3,480,494,396,386,27,29,5,0,12,11,,,46,53,10,13,16,19,13,16,,
174,Metz,Olympique de Marseille,1,1,32,68,6,16,3,5,2,7,1,4,1,7,2,0,15,13,4,1,0,0,11,15,,,7,3,1,4,1,3,0,1,,,,,3,8,3,8,4,2,271,582,198,486,19,30,4,4,12,7,,,48,59,13,14,12,24,7,5,,
148,FC Nantes,Toulouse,2,1,62,38,21,7,8,3,9,2,4,2,10,4,3,1,15,15,1,3,0,1,13,15,,,2,12,3,1,1,0,0,1,2,0,,,12,5,9,2,2,5,575,340,505,247,21,29,6,2,19,9,,,63,61,16,17,15,20,12,8,,
187,OGC Nice,Toulouse,3,0,60,40,15,8,6,0,6,4,3,4,12,4,0,1,9,18,1,4,0,0,18,8,,,5,9,5,0,3,0,,,0,1,,,11,4,4,4,0,3,588,378,507,301,28,23,6,3,15,5,,,56,52,11,9,12,30,13,11,,
181,Olympique Lyonnais,Stade Rennais,0,1,53,47,10,12,3,6,3,5,4,1,5,7,,,20,15,3,3,0,0,15,20,,,7,6,1,3,1,3,,,0,1,,,3,6,7,6,4,3,454,393,378,314,33,25,3,3,10,10,,,61,75,18,22,19,25,10,14,,
169,Stade Rennais,Angers,2,1,43,57,8,12,3,1,4,8,1,3,4,4,2,0,15,12,3,1,0,0,12,14,,,8,7,2,1,,,0,1,,,,,5,5,3,7,0,1,444,578,363,487,28,21,0,5,10,15,,,60,63,20,19,18,15,9,8,,
177,Nîmes Olympique,FC Nantes,0,1,54,46,16,10,4,5,8,2,4,3,9,3,1,2,17,21,0,3,0,0,19,15,,,4,8,1,3,1,2,,,0,2,,,7,7,9,3,4,5,405,357,294,251,26,21,5,1,14,16,,,78,79,27,28,20,24,9,7,,
183,AS Monaco,Lille OSC,5,1,39,61,16,9,6,4,8,3,2,2,5,6,0,1,10,15,5,1,1,0,14,10,,,11,9,6,1,1,0,,,1,0,,,13,6,3,3,3,1,299,466,209,379,17,29,7,3,19,7,,,68,47,18,11,17,20,16,13,,
168,Strasbourg,Toulouse,4,2,54,46,18,14,7,9,9,5,2,0,3,5,0,1,10,7,0,1,0,0,7,8,,,5,13,4,4,0,2,,,2,0,,,15,9,3,5,6,3,470,390,383,320,39,34,8,5,8,11,,,58,52,21,13,22,20,9,12,,
167,OGC Nice,Metz,4,1,62,38,14,18,5,3,3,10,6,5,2,4,1,0,8,13,0,2,0,0,11,8,,,11,8,1,1,0,1,,,,,,,7,6,7,12,2,1,660,385,601,322,34,29,2,3,8,16,,,50,52,14,11,18,17,13,14,,
180,Bordeaux,Strasbourg,0,1,68,32,13,7,2,4,9,0,2,3,5,7,1,1,12,13,3,2,0,0,13,12,,,0,10,2,1,2,1,,,0,1,,,9,4,4,3,3,2,672,317,606,240,24,21,4,2,10,8,,,61,52,23,16,16,16,3,5,,
170,Stade de Reims,Saint-Étienne,3,1,49,51,10,11,3,4,6,6,1,1,1,2,1,0,10,14,2,2,0,0,12,9,,,10,11,2,0,,,,,,,,,8,3,2,8,3,0,433,445,335,341,27,25,2,1,12,4,,,58,55,26,23,10,19,19,4,,
185,Montpellier,Stade Brestois 29,4,0,41,59,17,17,6,4,7,12,4,1,3,2,0,1,12,15,1,1,0,0,12,10,,,14,10,4,1,1,1,0,1,1,0,,,11,10,6,7,5,2,388,566,288,474,45,42,4,7,11,11,,,58,52,26,20,10,12,13,9,,
182,Saint-Étienne,Paris Saint-Germain,0,4,33,67,11,22,2,12,8,7,1,3,5,2,1,6,4,9,1,1,1,0,8,4,,,7,8,1,7,1,5,0,2,2,2,,,9,18,2,4,7,2,319,654,244,586,24,36,4,3,16,19,,,58,59,10,13,24,23,15,7,,
189,Paris Saint-Germain,Amiens,4,1,66,34,22,8,10,3,6,3,6,2,7,3,1,0,16,10,0,1,0,0,10,16,,,3,7,8,0,5,0,0,1,2,0,,,17,5,5,3,2,6,687,342,632,280,27,28,4,3,11,15,,,49,50,7,7,21,14,10,4,,
184,Dijon,Metz,2,2,53,47,19,9,5,3,6,3,8,3,3,5,0,1,13,10,2,2,0,1,10,12,,,6,10,1,2,,,,,0,1,,,9,7,10,2,1,3,538,472,465,381,33,23,5,1,11,12,,,54,50,20,7,14,19,11,5,,
191,Stade de Reims,Olympique Lyonnais,1,1,41,59,12,15,3,4,5,4,4,7,4,4,,,11,16,2,3,0,0,15,10,,,12,9,2,2,1,1,0,1,,,,,6,5,6,10,3,2,322,475,228,385,26,26,2,3,13,11,,,55,55,13,21,15,13,12,11,,
190,Strasbourg,Saint-Étienne,2,1,40,60,5,7,3,1,1,1,1,5,2,7,4,1,16,13,3,2,0,0,12,15,,,7,5,1,2,0,1,,,2,0,,,4,5,1,2,0,1,319,468,239,387,39,35,3,2,7,8,,,62,67,26,20,19,24,14,10,,
186,FC Nantes,Angers,1,2,50,50,9,13,1,7,5,4,3,2,5,4,1,1,15,6,1,0,0,0,6,15,,,8,8,0,3,0,2,1,0,0,1,,,4,9,5,4,5,0,481,475,390,379,23,21,2,8,9,7,,,49,59,16,20,18,18,10,8,,
192,Stade Rennais,Bordeaux,1,0,48,52,12,13,5,2,6,7,1,4,2,8,2,1,11,13,0,3,0,0,13,11,,,10,8,1,0,1,0,,,,,,,6,5,6,8,2,4,391,412,286,332,29,33,2,4,11,10,,,56,50,17,14,16,15,8,23,,
193,Stade Rennais,Olympique de Marseille,0,1,53,47,9,10,2,4,6,4,1,2,4,1,2,0,15,17,2,5,0,0,17,14,,,5,8,0,1,,,0,2,,,,,5,4,4,6,3,2,402,369,283,255,30,32,3,0,14,13,,,74,64,25,18,21,19,11,16,,
194,Bordeaux,Olympique Lyonnais,1,2,40,60,5,22,2,6,3,10,0,6,5,4,2,1,12,12,1,3,0,0,11,10,,,16,4,1,4,0,3,0,1,0,3,,,4,10,1,12,4,1,368,563,276,482,15,30,0,4,3,17,,,48,72,18,28,18,17,8,14,,
195,Amiens,Montpellier,1,2,51,49,7,11,3,4,1,6,3,1,4,1,2,1,18,13,2,1,0,0,10,16,,,9,5,2,1,1,0,1,2,0,1,,,5,7,2,4,2,2,432,424,326,314,36,38,3,5,16,10,,,56,72,18,32,12,17,5,12,,
214,Paris Saint-Germain,Montpellier,5,0,68,32,20,6,9,2,8,3,3,1,12,2,3,1,16,16,3,4,0,2,15,16,,,6,10,6,0,3,0,2,0,,,,,12,1,8,5,2,5,595,285,527,213,14,21,3,2,16,5,,,49,44,11,8,8,15,10,12,,
201,Dijon,Lille OSC,1,0,36,64,15,12,7,6,4,2,4,4,2,7,,,11,20,2,4,1,1,18,10,,,5,5,1,0,,,,,1,0,,,14,8,1,4,6,6,293,517,199,438,30,19,8,6,13,10,,,71,54,23,18,18,16,7,10,,
196,Angers,OGC Nice,1,1,44,56,16,8,9,2,2,5,5,1,7,2,,,11,12,1,3,0,0,12,10,,,8,5,1,1,1,0,,,,,,,7,5,9,3,1,8,405,553,346,483,29,17,6,4,12,10,,,46,42,8,8,15,14,4,11,,
210,Olympique Lyonnais,Toulouse,3,0,63,37,13,10,5,4,6,2,2,4,8,2,0,1,8,5,0,1,0,0,5,8,,,5,8,1,0,,,,,,,,,9,3,4,7,4,2,687,408,623,320,39,22,3,1,9,9,,,40,50,12,9,14,24,13,11,,
216,Angers,Stade de Reims,1,4,49,51,15,14,4,5,5,5,6,4,2,4,0,1,15,13,1,2,0,0,13,14,,,5,7,1,2,,,,,,,,,8,9,7,5,1,3,501,525,440,466,21,26,4,3,13,8,,,41,57,8,15,9,22,4,9,,
198,Nîmes Olympique,Stade de Reims,2,0,49,51,13,5,4,1,6,3,3,1,5,3,1,1,17,26,1,5,0,1,26,17,,,3,7,2,1,1,1,1,0,,,,,9,3,4,2,2,2,296,309,206,215,17,27,6,5,8,11,,,91,69,35,21,26,21,12,12,,
200,Saint-Étienne,FC Nantes,0,2,59,41,10,11,1,4,9,5,0,2,2,1,1,1,14,10,2,1,0,0,9,14,,,5,15,0,2,0,1,,,,,,,6,4,4,7,2,1,596,418,492,308,24,26,2,1,20,10,,,68,57,19,19,20,16,16,15,,
212,Lille OSC,Paris Saint-Germain,0,2,42,58,9,12,2,5,5,6,2,1,6,3,3,3,20,10,3,1,0,0,8,17,,,9,10,0,3,0,2,,,0,2,,,4,8,5,4,3,2,369,539,288,466,23,20,2,2,10,10,,,48,49,10,7,21,15,11,12,,
202,Paris Saint-Germain,AS Monaco,3,3,61,39,13,16,6,6,5,5,2,5,7,7,3,0,6,9,0,3,0,0,8,6,,,4,8,5,3,3,1,0,1,0,1,,,11,13,2,3,3,4,631,394,555,315,20,19,5,4,18,21,,,57,55,13,9,18,19,8,15,,
203,OGC Nice,Stade Rennais,1,1,55,45,23,20,4,5,10,11,9,4,9,8,1,1,13,14,0,1,0,0,14,13,,,7,10,4,3,3,2,0,1,1,0,,,12,16,11,4,4,3,456,378,398,318,22,33,12,9,16,11,,,56,57,9,12,17,22,18,8,,
209,Stade de Reims,Metz,0,1,71,29,16,7,2,4,7,2,7,1,11,1,3,1,11,9,1,1,0,0,9,10,,,4,7,0,2,0,1,,,0,1,,,6,5,10,2,3,2,608,258,496,184,19,21,6,1,12,9,,,63,54,23,18,20,18,6,12,,
197,Metz,Strasbourg,1,0,52,48,9,14,4,3,4,10,1,1,1,6,0,1,12,16,1,2,0,0,15,11,,,10,6,1,2,0,2,,,,,,,4,10,5,4,4,3,475,419,401,357,27,49,3,4,10,8,,,52,50,20,12,10,20,7,6,,
221,Metz,Saint-Étienne,3,1,45,55,10,18,6,8,4,5,0,5,3,8,0,1,11,18,0,2,0,0,18,9,,,7,6,1,5,0,4,,,,,,,5,10,5,8,7,3,399,464,311,368,26,21,3,5,10,7,,,61,68,14,27,20,25,19,7,,
207,Saint-Étienne,Nîmes Olympique,2,1,50,50,13,12,6,4,6,4,1,4,6,5,2,1,19,16,3,2,0,0,14,18,,,7,11,3,1,1,0,,,,,,,7,5,6,7,3,4,375,379,267,282,19,26,2,7,15,8,,,66,61,24,18,14,17,9,17,,
199,Toulouse,Stade Brestois 29,2,5,46,54,12,15,5,9,3,4,4,2,5,6,2,2,19,10,1,0,0,0,10,17,,,9,3,2,3,,,,,1,0,,,9,10,3,5,4,3,434,501,311,388,18,25,4,2,6,12,,,64,70,25,24,26,17,10,9,,
205,AS Monaco,Strasbourg,1,3,60,40,12,11,3,7,6,3,3,1,5,5,1,1,8,9,1,0,0,0,9,8,,,6,11,1,1,1,0,1,0,0,1,,,7,6,5,5,4,2,574,385,493,308,28,25,2,5,8,14,,,41,50,12,9,12,19,11,16,,
204,Olympique de Marseille,Angers,0,0,66,34,9,4,2,0,5,3,2,1,4,2,0,3,17,13,1,2,0,0,11,15,,,3,9,,,,,,,,,,,4,1,5,3,0,2,724,373,647,291,30,12,3,0,14,5,,,62,49,16,8,21,21,12,8,,
206,Montpellier,Dijon,2,1,57,43,16,6,5,2,11,3,0,1,3,0,2,1,16,15,2,2,0,1,14,15,,,7,9,3,1,2,1,1,0,,,,,7,3,9,3,1,3,570,441,489,354,56,28,2,2,10,5,,,58,49,25,17,11,14,17,8,,
211,FC Nantes,Bordeaux,0,1,40,60,7,11,0,2,3,8,4,1,0,2,1,0,11,14,3,2,1,0,14,9,,,11,5,0,1,0,1,,,,,,,1,4,6,7,1,0,419,617,291,499,27,19,2,4,8,6,,,59,56,21,28,16,13,14,10,,
208,Stade Brestois 29,Amiens,2,1,54,46,10,8,3,3,5,1,2,4,2,7,1,3,13,17,2,3,0,0,15,12,,,9,16,1,1,,,,,1,0,,,6,4,4,4,2,1,429,360,295,245,32,36,8,5,3,11,,,61,56,24,22,20,13,12,13,,
213,Stade Rennais,FC Nantes,3,2,57,43,13,8,9,5,3,2,1,1,5,5,1,1,13,17,5,4,0,0,15,13,,,3,8,4,2,2,2,1,0,0,1,,,10,4,3,4,4,6,466,357,379,255,21,21,4,2,5,18,,,58,69,22,13,16,25,10,12,,
220,OGC Nice,Olympique Lyonnais,2,1,51,49,12,14,7,7,1,4,4,3,4,10,1,1,17,9,3,2,1,1,8,15,,,10,2,2,2,0,1,1,0,1,0,,,6,6,6,8,6,5,458,434,410,376,27,41,2,6,13,15,,,49,64,9,12,19,22,16,8,,
235,Amiens,AS Monaco,1,2,42,58,8,12,1,6,4,4,3,2,3,9,1,0,14,17,1,3,0,0,15,13,,,8,7,0,2,0,2,,,,,,,4,9,4,3,4,0,331,455,218,337,29,37,3,3,10,7,,,67,66,29,27,13,19,12,8,,
227,Nîmes Olympique,Dijon,2,0,38,62,11,10,5,3,3,4,3,3,2,2,0,2,17,27,0,3,0,0,26,16,,,8,10,2,0,1,0,0,1,,,,,6,5,5,5,3,3,272,443,171,331,24,31,2,5,12,18,,,78,91,15,31,28,27,23,10,,
225,FC Nantes,Paris Saint-Germain,1,2,34,66,15,19,5,6,7,7,3,6,4,7,2,1,9,21,1,4,0,0,21,7,,,11,7,5,7,4,6,0,1,1,0,,,10,14,5,5,4,4,348,679,283,610,22,23,4,5,9,10,,,56,49,8,10,19,22,9,6,,
231,Toulouse,Strasbourg,0,1,45,55,12,15,1,6,6,7,5,2,5,2,2,1,7,10,1,2,0,0,9,6,,,13,9,1,2,1,1,1,1,0,1,,,6,10,6,5,5,1,409,516,329,426,25,51,6,5,8,10,,,54,51,18,19,20,16,16,18,,
226,Montpellier,Metz,1,1,48,52,12,18,7,8,4,7,1,3,6,8,2,1,13,16,2,2,0,0,15,13,,,6,11,0,2,0,2,,,0,1,,,6,10,6,8,7,6,365,403,262,310,27,28,6,4,5,8,,,67,54,30,19,17,14,7,12,,
